"","so_PID","so_NAME","so_SHORTNAME","so_productWave","so_colorWave","so_allTWave","so_ratioWave","so_keyW","class_id","CLASS_ID","CLASS_TERM","UCLASS_ID","UCLASS_TERM"
"432","P47897","Glutamine--tRNA ligase","QARS",3.06140634410686,3,0.012733054,2.24441411459794,815,"PC00047","PC00047","aminoacyl-tRNA synthetase","PC00263","translational protein"
"433","P56182","Ribosomal RNA processing protein 1 homolog A","RRP1",3.05887463388028,3,0.012003683,2.20104588821554,2727,NA,NA,"Unclassified",NA,"Unclassified"
"434","Q07021","Complement component 1 Q subcomponent-binding protein, mitochondrial","C1QBP",3.05336724573291,3,0.024894034,2.7310628620375,1166,"PC00078","PC00078","complement component","PC00090","defense/immunity protein"
"435","P07814","Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase","EPRS",3.05077990819847,3,0.023842968,2.69099601049966,383,"PC00047","PC00047","aminoacyl-tRNA synthetase","PC00263","translational protein"
"436","P61073","C-X-C chemokine receptor type 4","CXCR4",3.04605036728328,3,0.016417986,2.39723316628713,971,"PC00069","PC00069","cell adhesion molecule","PC00069","cell adhesion molecule"
"437","Q15691","Microtubule-associated protein RP/EB family member 1","MAPRE1",3.03497475027396,3,0.011662995,2.14620035401303,1398,"PC00166","PC00085","microtubule or microtubule-binding cytoskeletal protein","PC00157","cytoskeletal protein"
"438","Q14008","Cytoskeleton-associated protein 5","CKAP5",3.03193263797326,3,0.016704628,2.38629018054279,1286,"PC00085","PC00085","cytoskeletal protein","PC00085","cytoskeletal protein"
"439","Q04637","Eukaryotic translation initiation factor 4 gamma 1","EIF4G1",3.03065363900453,3,0.027159661,2.7598272333687,1149,"PC00223","PC00223","translation factor","PC00263","translational protein"
"440","Q9ULV4","Coronin-1C","CORO1C",3.02553485230891,3,0.025903888,2.71114045970306,2304,"PC00085","PC00085","cytoskeletal protein","PC00085","cytoskeletal protein"
"441","P06753","Tropomyosin alpha-3 chain","TPM3",3.02194034927949,3,0.038707312,3.05195426291583,368,"PC00085","PC00085","cytoskeletal protein","PC00085","cytoskeletal protein"
"442","P35251","Replication factor C subunit 1","RFC1",3.01746247666204,3,0.028231014,2.7667436637164,714,"PC00009","PC00009","DNA metabolism protein","PC00009","DNA metabolism protein"
"443","O15031","Plexin-B2","PLXNB2",3.01724932649445,3,0.023890767,2.63075960182596,84,"PC00197","PC00197","transmembrane signal receptor","PC00197","transmembrane signal receptor"
"444","P55011","Solute carrier family 12 member 2","SLC12A2",3.01102232017246,3,0.022247424,2.5638326709254,928,"PC00258","PC00258","secondary carrier transporter","PC00227","transporter"
"445","P32119","Peroxiredoxin-2","PRDX2",3.00267920107752,3,0.019583205,2.4530266508793,687,"PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"446","Q71DI3","Histone H3.2;Histone H3.3;Histone H3.1;Histone H3.1t;Histone H3.3C;Histone H3","HIST2H3A;H3F3A;HIST1H3A;HIST3H3;H3F3C;HIST2H3PS2",3.00134403947232,3,0.020549225,2.48653965648432,2742,"PC00077","PC00077","chromatin/chromatin-binding, or -regulatory protein","PC00077","chromatin/chromatin-binding, or -regulatory protein"
"447","P49773","Histidine triad nucleotide-binding protein 1","HINT1",2.99584985491324,3,0.01232502,2.12378467736445,2715,"PC00262","PC00262","metabolite interconversion enzyme","PC00262","metabolite interconversion enzyme"
"448","Q99497","Protein deglycase DJ-1","PARK7",2.9849893729277,3,0.047978118,3.17340716853528,1925,NA,NA,"Unclassified",NA,"Unclassified"
"449","Q9UNZ2","NSFL1 cofactor p47","NSFL1C",2.98341452801329,3,0.010525379,2.00785112939925,2324,"PC00095","PC00095","protein-binding activity modulator","PC00095","protein-binding activity modulator"
"450","P61160","Actin-related protein 2","ACTR2",2.97806176504407,3,0.013367058,2.14964372879213,975,"PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"451","Q9NZW5","MAGUK p55 subfamily member 6","MPP6",2.97726153733295,3,0.029599499,2.72932827305042,2216,"PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"452","A8MQ03","Cysteine-rich tail protein 1","CYSRT1",2.97709891288718,3,0.030018618,2.74059578774027,11,NA,NA,"Unclassified",NA,"Unclassified"
"453","O75477","Erlin-1","ERLIN1",2.95333856290228,3,0.020584507,2.40640425246476,213,"PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"454","P31948","Stress-induced-phosphoprotein 1","STIP1",2.93615993665436,3,0.017201088,2.25279466707899,685,NA,NA,"Unclassified",NA,"Unclassified"
"455","Q14683","Structural maintenance of chromosomes protein 1A","SMC1A",2.9308084620364,3,0.026979281,2.5701255825035,1323,NA,NA,"Unclassified",NA,"Unclassified"
"456","A6NHT5","Homeobox protein HMX3","HMX3",2.92827314588025,3,0.016407976,2.20890004194739,9,"PC00119","PC00264","DNA-binding transcription factor","PC00218","gene-specific transcriptional regulator"
"457","Q9H3U1","Protein unc-45 homolog A","UNC45A",2.92674115823104,3,0.022423184,2.42408189108971,2065,NA,NA,"Unclassified",NA,"Unclassified"
"458","Q6P996","Pyridoxal-dependent decarboxylase domain-containing protein 1","PDXDC1",2.91811671295276,3,0.030617457,2.64650023040212,1530,NA,NA,"Unclassified",NA,"Unclassified"
"459","Q9UI10","Translation initiation factor eIF-2B subunit delta","EIF2B4",2.91279862895074,3,0.021129703,2.35820965253992,2271,"PC00223","PC00223","translation factor","PC00263","translational protein"
"460","O15446","DNA-directed RNA polymerase I subunit RPA34","CD3EAP",2.91178266259834,3,0.036119048,2.7692953738388,2442,"PC00019","PC00019","DNA-directed RNA polymerase","PC00031","RNA metabolism protein"
"461","Q96JJ7","Protein disulfide-isomerase TMX3","TMX3",2.91107510211489,3,0.015266146,2.13584138622541,1878,"PC00072","PC00072","chaperone","PC00072","chaperone"
"462","Q9ULX3","RNA-binding protein NOB1","NOB1",2.90544058665269,3,0.018089443,2.23901745566882,2306,NA,NA,"Unclassified",NA,"Unclassified"
"463","Q9Y285","Phenylalanine--tRNA ligase alpha subunit","FARSA",2.90044266991661,3,0.028574821,2.56050111880778,2347,"PC00047","PC00047","aminoacyl-tRNA synthetase","PC00263","translational protein"
"464","Q96HY6","DDRGK domain-containing protein 1","DDRGK1",2.89895570077373,3,0.013101718,2.02270228084235,1871,NA,NA,"Unclassified",NA,"Unclassified"
"465","Q16643","Drebrin","DBN1",2.89694072594388,3,0.03447701,2.70282913859783,1426,NA,NA,"Unclassified",NA,"Unclassified"
"466","O14980","Exportin-1","XPO1",2.8920534382091,3,0.036855608,2.74833327627438,80,"PC00227","PC00227","transporter","PC00227","transporter"
"467","O75122","CLIP-associating protein 2","CLASP2",2.89169287169786,3,0.02937091,2.5661585570878,191,"PC00166","PC00085","microtubule or microtubule-binding cytoskeletal protein","PC00157","cytoskeletal protein"
"468","Q9NYU2","UDP-glucose:glycoprotein glucosyltransferase 1","UGGT1",2.88231499610393,3,0.015458467,2.10159026503524,2205,"PC00220","PC00220","transferase","PC00262","metabolite interconversion enzyme"
"469","Q14166","Tubulin--tyrosine ligase-like protein 12","TTLL12",2.88125993850564,3,0.027524125,2.49834621582334,1298,NA,NA,"Unclassified",NA,"Unclassified"
"470","Q71UI9","Histone H2A.V;Histone H2A.Z","H2AFV;H2AFZ",2.8624239421093,3,0.015342278,2.06811123213405,427,"PC00077","PC00077","chromatin/chromatin-binding, or -regulatory protein","PC00077","chromatin/chromatin-binding, or -regulatory protein"
"471","Q96RT1","Protein LAP2","ERBB2IP",2.85114068427053,3,0.030307736,2.51872609078747,1907,"PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"472","O60841","Eukaryotic translation initiation factor 5B","EIF5B",2.83165282697796,3,0.01567434,2.03755932431825,185,"PC00223","PC00223","translation factor","PC00263","translational protein"
"473","Q14254","Flotillin-2","FLOT2",2.81243786012305,3,0.025889052,2.3384522299191,1304,"PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"474","Q9BQ70","Transcription factor 25","TCF25",2.80537116221097,3,0.021988729,2.21540631921529,1958,NA,NA,"Unclassified",NA,"Unclassified"
"475","P31689","DnaJ homolog subfamily A member 1","DNAJA1",2.79936720900462,3,0.04519707,2.74057278165676,677,"PC00072","PC00072","chaperone","PC00072","chaperone"
"476","Q12965","Unconventional myosin-Ie","MYO1E",2.78836314856974,3,0.023018548,2.21981754343784,1216,"PC00040","PC00085","actin or actin-binding cytoskeletal protein","PC00041","cytoskeletal protein"
"477","P33991","DNA replication licensing factor MCM4","MCM4",2.78454041049688,3,0.044624384,2.70215917931316,698,"PC00009","PC00009","DNA metabolism protein","PC00009","DNA metabolism protein"
"478","Q9H2H9","Sodium-coupled neutral amino acid transporter 1","SLC38A1",2.77562654126924,3,0.033282131,2.45860098878052,2543,"PC00227","PC00227","transporter","PC00227","transporter"
"479","P30519","Heme oxygenase 2","HMOX2",2.77546579038552,3,0.017719198,2.03342230894181,663,"PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"480","Q8NHP8","Putative phospholipase B-like 2;Putative phospholipase B-like 2 32 kDa form;Putative phospholipase B-like 2 45 kDa form","PLBD2",2.77157093021939,3,0.017781306,2.03007717180939,1701,"PC00121","PC00121","hydrolase","PC00262","metabolite interconversion enzyme"
"481","Q03135","Caveolin-1;Caveolin-3","CAV1",2.76479403572584,3,0.024992827,2.23861957677768,2502,"PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"482","P11413","Glucose-6-phosphate 1-dehydrogenase","G6PD",2.76217684303885,3,0.018579111,2.04372603175288,460,"PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"483","Q8NHH9","Atlastin-2","ATL2",2.7413713756646,3,0.019752545,2.05194838224009,1700,"PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"484","P23229","Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6","ITGA6",2.71742199882531,3,0.027736656,2.23531179102832,586,"PC00126","PC00126","integrin","PC00069","cell adhesion molecule"
"485","Q9BQS8","FYVE and coiled-coil domain-containing protein 1","FYCO1",2.69611849089934,3,0.026808664,2.18009910282716,2906,"PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"486","P24534","Elongation factor 1-beta","EEF1B2",2.69072780786377,3,0.035423707,2.36202101869505,598,"PC00263","PC00263","translational protein","PC00263","translational protein"
"487","Q969V3","Nicalin","NCLN",2.68469018816719,3,0.020947739,2.00809479867997,1818,NA,NA,"Unclassified",NA,"Unclassified"
"488","P48060","Glioma pathogenesis-related protein 1","GLIPR1",2.68262066787198,3,0.023303652,2.070593971316,818,"PC00090","PC00090","defense/immunity protein","PC00090","defense/immunity protein"
"489","P62745","Rho-related GTP-binding protein RhoB","RHOB",2.67709762818716,3,0.024963981,2.10586282286147,1029,"PC00208","PC00095","G-protein","PC00020","protein-binding activity modulator"
"490","Q12959","Disks large homolog 1","DLG1",2.6762895388937,3,0.047303677,2.5512149694043,1215,"PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"491","Q15008","26S proteasome non-ATPase regulatory subunit 6","PSMD6",2.66612621374057,3,0.031691436,2.24554881774678,1349,NA,NA,"Unclassified",NA,"Unclassified"
"492","Q9NR30","Nucleolar RNA helicase 2","DDX21",2.66445661422251,3,0.032150716,2.25268751118923,2144,"PC00032","PC00032","RNA helicase","PC00031","RNA metabolism protein"
"493","Q9P2B2","Prostaglandin F2 receptor negative regulator","PTGFRN",2.65754975629013,3,0.040722892,2.40725397705454,2226,"PC00124","PC00124","immunoglobulin receptor superfamily","PC00090","defense/immunity protein"
"494","Q14344","Guanine nucleotide-binding protein subunit alpha-13","GNA13",2.65411031389851,3,0.032236423,2.23838330908282,1309,"PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"495","O00592","Podocalyxin","PODXL",2.64813101557268,3,0.041826259,2.41091369910453,48,"PC00069","PC00069","cell adhesion molecule","PC00069","cell adhesion molecule"
"496","P15559","NAD(P)H dehydrogenase [quinone] 1","NQO1",2.64333954559386,3,0.042806413,2.41973385113361,507,"PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"497","P17342","Atrial natriuretic peptide receptor 3","NPR3",2.64316981647328,3,0.048047859,2.50505767585905,2670,"PC00197","PC00197","transmembrane signal receptor","PC00197","transmembrane signal receptor"
"498","Q86YQ8","Copine-8","CPNE8",2.63158262912754,3,0.03695016,2.29612148078207,1624,"PC00060","PC00060","calcium-binding protein","PC00060","calcium-binding protein"
"499","Q9Y5B9","FACT complex subunit SPT16","SUPT16H",2.63136744789211,3,0.034038488,2.23975000340631,2402,"PC00077","PC00077","chromatin/chromatin-binding, or -regulatory protein","PC00077","chromatin/chromatin-binding, or -regulatory protein"
"500","Q7Z3B1","Neuronal growth regulator 1","NEGR1",2.62623794911433,3,0.044716515,2.42285142991332,1584,"PC00123","PC00123","immunoglobulin","PC00090","defense/immunity protein"
"501","Q9NR31","GTP-binding protein SAR1a","SAR1A",2.61251119584435,3,0.047043983,2.43684630829085,2145,"PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"502","Q9H223","EH domain-containing protein 4","EHD4",2.6033479778065,3,0.039944764,2.30506564733293,2053,"PC00150","PC00150","membrane traffic protein","PC00150","membrane traffic protein"
"503","Q32P28","Prolyl 3-hydroxylase 1","LEPRE1",2.59243093287382,3,0.028813424,2.07343925074106,1447,"PC00100","PC00100","extracellular matrix glycoprotein","PC00102","extracellular matrix protein"
"504","P13861","cAMP-dependent protein kinase type II-alpha regulatory subunit","PRKAR2A",2.58844424339424,3,0.032578912,2.14559954363465,485,"PC00140","PC00140","kinase modulator","PC00095","protein-binding activity modulator"
"505","Q86YP4","Transcriptional repressor p66-alpha","GATAD2A",2.56064041930955,3,0.034175601,2.1351784075334,2523,"PC00218","PC00218","DNA-binding transcription factor","PC00264","gene-specific transcriptional regulator"
"506","P53618","Coatomer subunit beta","COPB1",2.55507729864781,3,0.047693528,2.35142726093135,909,"PC00235","PC00235","vesicle coat protein","PC00150","membrane traffic protein"
"507","Q9Y6M5","Zinc transporter 1","SLC30A1",2.55208965490706,3,0.046777431,2.33290243114436,2429,"PC00227","PC00227","transporter","PC00227","transporter"
"508","O60701","UDP-glucose 6-dehydrogenase","UGDH",2.54966368041806,3,0.032539766,2.08793693367632,177,"PC00262","PC00262","metabolite interconversion enzyme","PC00262","metabolite interconversion enzyme"
"509","P50570","Dynamin-2","DNM2",2.54792994210361,3,0.047402576,2.33550079223367,863,"PC00150","PC00150","membrane traffic protein","PC00150","membrane traffic protein"
"510","Q13409","Cytoplasmic dynein 1 intermediate chain 2","DYNC1I2",2.54214107129364,3,0.029375508,2.0140876420816,1251,"PC00157","PC00157","microtubule or microtubule-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"511","P29972","Aquaporin-1","AQP1",2.52479653146808,3,0.039601173,2.17724632494474,650,"PC00227","PC00227","transporter","PC00227","transporter"
"512","P63244","Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed","GNB2L1",2.51951704769036,3,0.033456624,2.06193546375937,1065,NA,NA,"Unclassified",NA,"Unclassified"
"513","P54577","Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed","YARS",2.51211736261018,3,0.047026251,2.27277955007796,921,"PC00263","PC00263","translational protein","PC00263","translational protein"
"514","Q13641","Trophoblast glycoprotein","TPBG",2.50172525098797,3,0.040913556,2.16383792110374,1275,NA,NA,"Unclassified",NA,"Unclassified"
"515","P22061","Protein-L-isoaspartate(D-aspartate) O-methyltransferase","PCMT1",2.46018318522983,3,0.047587197,2.20025891168119,577,"PC00155","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"516","Q5T9A4","ATPase family AAA domain-containing protein 3B","ATAD3B",2.45700618876267,3,0.035035297,2.00209720823561,1492,NA,NA,"Unclassified",NA,"Unclassified"
"517","Q13011","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial","ECH1",2.45526282787103,3,0.040433094,2.08782363125951,1220,"PC00144","PC00144","lyase","PC00262","metabolite interconversion enzyme"
"518","P45974","Ubiquitin carboxyl-terminal hydrolase 5","USP5",2.44962951301222,3,0.039504819,2.06519732798205,796,"PC00260","PC00260","protein modifying enzyme","PC00260","protein modifying enzyme"
"519","P23381","Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS","WARS",2.43696355976295,3,0.04203004,2.0856880468772,590,"PC00047","PC00047","aminoacyl-tRNA synthetase","PC00263","translational protein"
"520","Q6WCQ1","Myosin phosphatase Rho-interacting protein","MPRIP",2.4271894957026,3,0.039921191,2.03975084381632,1548,"PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"521","Q7KZI7","Serine/threonine-protein kinase MARK2","MARK2",2.39620229162033,3,0.044670645,2.06511848798853,2824,"PC00167","PC00167","non-receptor serine/threonine protein kinase","PC00260","protein modifying enzyme"
"522","Q9UP83","Conserved oligomeric Golgi complex subunit 5","COG5",2.37345778014126,3,0.045436218,2.04324179046408,2989,"PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"523","Q5T4S7","E3 ubiquitin-protein ligase UBR4","UBR4",2.37134109033613,3,0.046376202,2.05286144935884,2803,"PC00234","PC00234","ubiquitin-protein ligase","PC00260","protein modifying enzyme"
"524","Q04721","Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain","NOTCH2",2.3479197344166,3,0.047408484,2.03323341769016,1150,NA,NA,"Unclassified",NA,"Unclassified"
"525","Q96FW1","Ubiquitin thioesterase OTUB1","OTUB1",2.32321618801022,3,0.04981057,2.02867494763693,2535,"PC00260","PC00260","protein modifying enzyme","PC00260","protein modifying enzyme"
