"","so_PID","so_SHORTNAME","so_NAME","so_ratioWave","so_allTWave","int","class_id","CLASS_ID","CLASS_TERM","UCLASS_ID","UCLASS_TERM"
"503","Q9H2H9","SLC38A1","Sodium-coupled neutral amino acid transporter 1",2.45860098878052,0.033282131,"PE","PC00227","PC00227","transporter","PC00227","transporter"
"504","P32119","PRDX2","Peroxiredoxin-2",2.4530266508793,0.019583205,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"505","Q14566","MCM6","DNA replication licensing factor MCM6",2.45248782866879,0.0056803855,"PE","PC00009","PC00009","DNA metabolism protein","PC00009","DNA metabolism protein"
"506","Q9Y2X3","NOP58","Nucleolar protein 58",2.45110163996291,0.0072209472,"PE","PC00031","PC00031","RNA metabolism protein","PC00031","RNA metabolism protein"
"507","O95373","IPO7","Importin-7",2.44305559577098,0.010256258,"PE","PC00227","PC00227","transporter","PC00227","transporter"
"508","Q9NR31","SAR1A","GTP-binding protein SAR1a",2.43684630829085,0.047043983,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"509","Q15293","RCN1","Reticulocalbin-1",2.43451699511415,0.0079693506,"PE","PC00061","PC00061","calmodulin-related","PC00060","calcium-binding protein"
"510","Q9H3U1","UNC45A","Protein unc-45 homolog A",2.42408189108971,0.022423184,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"511","Q7Z3B1","NEGR1","Neuronal growth regulator 1",2.42285142991332,0.044716515,"PE","PC00123","PC00123","immunoglobulin","PC00090","defense/immunity protein"
"512","P15559","NQO1","NAD(P)H dehydrogenase [quinone] 1",2.41973385113361,0.042806413,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"513","O00592","PODXL","Podocalyxin",2.41091369910453,0.041826259,"PE","PC00069","PC00069","cell adhesion molecule","PC00069","cell adhesion molecule"
"514","Q9P2B2","PTGFRN","Prostaglandin F2 receptor negative regulator",2.40725397705454,0.040722892,"PE","PC00124","PC00124","immunoglobulin receptor superfamily","PC00090","defense/immunity protein"
"515","O75477","ERLIN1","Erlin-1",2.40640425246476,0.020584507,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"516","P61073","CXCR4","C-X-C chemokine receptor type 4",2.39723316628713,0.016417986,"PE","PC00069","PC00069","cell adhesion molecule","PC00069","cell adhesion molecule"
"517","Q14008","CKAP5","Cytoskeleton-associated protein 5",2.38629018054279,0.016704628,"PE","PC00085","PC00085","cytoskeletal protein","PC00085","cytoskeletal protein"
"518","P04216","THY1","Thy-1 membrane glycoprotein",2.37949507721074,0.011575229,"PE","PC00069","PC00069","cell adhesion molecule","PC00069","cell adhesion molecule"
"519","P35659","DEK","Protein DEK",2.37736269904816,0.047677357,"DM","PC00077","PC00077","chromatin/chromatin-binding, or -regulatory protein","PC00077","chromatin/chromatin-binding, or -regulatory protein"
"520","P01040","CSTA","Cystatin-A",2.36968044382564,0.010811906,"DM","PC00191","PC00191","protease inhibitor","PC00095","protein-binding activity modulator"
"521","P24534","EEF1B2","Elongation factor 1-beta",2.36202101869505,0.035423707,"PE","PC00263","PC00263","translational protein","PC00263","translational protein"
"522","Q9UI10","EIF2B4","Translation initiation factor eIF-2B subunit delta",2.35820965253992,0.021129703,"PE","PC00223","PC00223","translation factor","PC00263","translational protein"
"523","P53618","COPB1","Coatomer subunit beta",2.35142726093135,0.047693528,"PE","PC00235","PC00235","vesicle coat protein","PC00150","membrane traffic protein"
"524","Q13085","ACACA","Acetyl-CoA carboxylase 1",2.34917309613385,0.019161124,"DM",NA,NA,"Unclassified",NA,"Unclassified"
"525","Q9H0S4","DDX47","Probable ATP-dependent RNA helicase DDX47",2.34234428086017,0.010957437,"PE","PC00032","PC00032","RNA helicase","PC00031","RNA metabolism protein"
"526","Q14254","FLOT2","Flotillin-2",2.3384522299191,0.025889052,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"527","P50570","DNM2","Dynamin-2",2.33550079223367,0.047402576,"PE","PC00150","PC00150","membrane traffic protein","PC00150","membrane traffic protein"
"528","Q9Y6M5","SLC30A1","Zinc transporter 1",2.33290243114436,0.046777431,"PE","PC00227","PC00227","transporter","PC00227","transporter"
"529","P06702","S100A9","Protein S100-A9",2.32435796552442,0.038694881,"DM","PC00061","PC00061","calmodulin-related","PC00060","calcium-binding protein"
"530","P28066","PSMA5","Proteasome subunit alpha type-5",2.31703619301938,0.01114425,"PE","PC00190","PC00190","protease","PC00260","protein modifying enzyme"
"531","Q9H223","EHD4","EH domain-containing protein 4",2.30506564733293,0.039944764,"PE","PC00150","PC00150","membrane traffic protein","PC00150","membrane traffic protein"
"532","Q86YQ8","CPNE8","Copine-8",2.29612148078207,0.03695016,"PE","PC00060","PC00060","calcium-binding protein","PC00060","calcium-binding protein"
"533","Q96S97","MYADM","Myeloid-associated differentiation marker",2.28995106400549,0.015716966,"DM|PE",NA,NA,"Unclassified",NA,"Unclassified"
"534","P54577","YARS","Tyrosine--tRNA ligase, cytoplasmic",2.27277955007796,0.047026251,"PE","PC00263","PC00263","translational protein","PC00263","translational protein"
"535","P31948","STIP1","Stress-induced-phosphoprotein 1",2.25279466707899,0.017201088,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"536","Q9NR30","DDX21","Nucleolar RNA helicase 2",2.25268751118923,0.032150716,"PE","PC00032","PC00032","RNA helicase","PC00031","RNA metabolism protein"
"537","Q9Y6M7","SLC4A7","Sodium bicarbonate cotransporter 3",2.25111606440864,0.0010339048,"PE","PC00258","PC00258","secondary carrier transporter","PC00227","transporter"
"538","Q15008","PSMD6","26S proteasome non-ATPase regulatory subunit 6",2.24554881774678,0.031691436,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"539","P47897","QARS","Glutamine--tRNA ligase",2.24441411459794,0.012733054,"PE","PC00047","PC00047","aminoacyl-tRNA synthetase","PC00263","translational protein"
"540","Q9Y5B9","SUPT16H","FACT complex subunit SPT16",2.23975000340631,0.034038488,"PE","PC00077","PC00077","chromatin/chromatin-binding, or -regulatory protein","PC00077","chromatin/chromatin-binding, or -regulatory protein"
"541","Q70J99","UNC13D","Protein unc-13 homolog D",2.2397371821491,0.010290312,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"542","Q9ULX3","NOB1","RNA-binding protein NOB1",2.23901745566882,0.018089443,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"543","Q03135","CAV1","Caveolin-1",2.23861957677768,0.024992827,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"544","Q14344","GNA13","Guanine nucleotide-binding protein subunit alpha-13",2.23838330908282,0.032236423,"PE","PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"545","P23229","ITGA6","Integrin alpha-6",2.23531179102832,0.027736656,"PE","PC00126","PC00126","integrin","PC00069","cell adhesion molecule"
"546","Q9UBS4","DNAJB11","DnaJ homolog subfamily B member 11",2.22106253070012,0.0079559619,"PE","PC00072","PC00072","chaperone","PC00072","chaperone"
"547","Q12965","MYO1E","Unconventional myosin-Ie",2.21981754343784,0.023018548,"PE|RE","PC00040","PC00085","actin or actin-binding cytoskeletal protein","PC00041","cytoskeletal protein"
"548","Q9GZZ9","UBA5","Ubiquitin-like modifier-activating enzyme 5",2.21647671885522,0.010280645,"PE","PC00234","PC00234","ubiquitin-protein ligase","PC00260","protein modifying enzyme"
"549","Q9BQ70","TCF25","Transcription factor 25",2.21540631921529,0.021988729,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"550","A6NHT5","HMX3","Homeobox protein HMX3",2.20890004194739,0.016407976,"PE","PC00119","PC00264","DNA-binding transcription factor","PC00218","gene-specific transcriptional regulator"
"551","Q8WTV0","SCARB1","Scavenger receptor class B member 1",2.20857044004514,0.0020927151,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"552","Q5T749","KPRP","Keratinocyte proline-rich protein",2.2027502742075,0.04167584,"DM",NA,NA,"Unclassified",NA,"Unclassified"
"553","P56182","RRP1","Ribosomal RNA processing protein 1 homolog A",2.20104588821554,0.012003683,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"554","P22061","PCMT1","Protein-L-isoaspartate(D-aspartate) O-methyltransferase",2.20025891168119,0.047587197,"PE","PC00155","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"555","Q9BQS8","FYCO1","FYVE and coiled-coil domain-containing protein 1",2.18009910282716,0.026808664,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"556","P29972","AQP1","Aquaporin-1",2.17724632494474,0.039601173,"PE","PC00227","PC00227","transporter","PC00227","transporter"
"557","P61160","ACTR2","Actin-related protein 2",2.14964372879213,0.013367058,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"558","Q15691","MAPRE1","Microtubule-associated protein RP/EB family member 1",2.14620035401303,0.011662995,"PE","PC00166","PC00085","microtubule or microtubule-binding cytoskeletal protein","PC00157","cytoskeletal protein"
"559","P13861","PRKAR2A","cAMP-dependent protein kinase type II-alpha regulatory subunit",2.14559954363465,0.032578912,"PE","PC00140","PC00140","kinase modulator","PC00095","protein-binding activity modulator"
"560","Q14156","EFR3A","Protein EFR3 homolog A",2.1383266156815,0.0025231941,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"561","Q9UL25","RAB21","Ras-related protein Rab-21",2.13827619610476,0.023489034,"DM|PE","PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"562","Q96JJ7","TMX3","Protein disulfide-isomerase TMX3",2.13584138622541,0.015266146,"PE","PC00072","PC00072","chaperone","PC00072","chaperone"
"563","Q86YP4","GATAD2A","Transcriptional repressor p66-alpha",2.1351784075334,0.034175601,"PE","PC00218","PC00218","DNA-binding transcription factor","PC00264","gene-specific transcriptional regulator"
"564","P61289","PSME3","Proteasome activator complex subunit 3",2.13411423427723,0.010045497,"DM|PE",NA,NA,"Unclassified",NA,"Unclassified"
"565","P49327","FASN","Fatty acid synthase",2.12981591507696,0.016578915,"DM",NA,NA,"Unclassified",NA,"Unclassified"
"566","P78324","SIRPA","Tyrosine-protein phosphatase non-receptor type substrate 1",2.12805019518944,0.0067549166,"PE","PC00197","PC00197","transmembrane signal receptor","PC00197","transmembrane signal receptor"
"567","P49773","HINT1","Histidine triad nucleotide-binding protein 1",2.12378467736445,0.01232502,"PE","PC00262","PC00262","metabolite interconversion enzyme","PC00262","metabolite interconversion enzyme"
"568","P50502","ST13","Hsc70-interacting protein",2.1125697537747,0.006382525,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"569","P62745","RHOB","Rho-related GTP-binding protein RhoB",2.10586282286147,0.024963981,"PE","PC00208","PC00095","G-protein","PC00020","protein-binding activity modulator"
"570","Q9NYU2","UGGT1","UDP-glucose:glycoprotein glucosyltransferase 1",2.10159026503524,0.015458467,"PE","PC00220","PC00220","transferase","PC00262","metabolite interconversion enzyme"
"571","Q9HAV0","GNB4","Guanine nucleotide-binding protein subunit beta-4",2.10001920207952,0.0052149636,"PE","PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"572","P62805","HIST1H4A","Histone H4",2.09509283342665,0.001485268,"PE","PC00077","PC00077","chromatin/chromatin-binding, or -regulatory protein","PC00077","chromatin/chromatin-binding, or -regulatory protein"
"573","O60701","UGDH","UDP-glucose 6-dehydrogenase",2.08793693367632,0.032539766,"PE","PC00262","PC00262","metabolite interconversion enzyme","PC00262","metabolite interconversion enzyme"
"574","Q13011","ECH1","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",2.08782363125951,0.040433094,"PE","PC00144","PC00144","lyase","PC00262","metabolite interconversion enzyme"
"575","P23381","WARS","Tryptophan--tRNA ligase, cytoplasmic",2.0856880468772,0.04203004,"PE","PC00047","PC00047","aminoacyl-tRNA synthetase","PC00263","translational protein"
"576","Q32P28","LEPRE1","Prolyl 3-hydroxylase 1",2.07343925074106,0.028813424,"PE","PC00100","PC00100","extracellular matrix glycoprotein","PC00102","extracellular matrix protein"
"577","P48060","GLIPR1","Glioma pathogenesis-related protein 1",2.070593971316,0.023303652,"PE","PC00090","PC00090","defense/immunity protein","PC00090","defense/immunity protein"
"578","Q71UI9","H2AFV","Histone H2A.V",2.06811123213405,0.015342278,"PE","PC00077","PC00077","chromatin/chromatin-binding, or -regulatory protein","PC00077","chromatin/chromatin-binding, or -regulatory protein"
"579","P45974","USP5","Ubiquitin carboxyl-terminal hydrolase 5",2.06519732798205,0.039504819,"PE","PC00260","PC00260","protein modifying enzyme","PC00260","protein modifying enzyme"
"580","Q7KZI7","MARK2","Serine/threonine-protein kinase MARK2",2.06511848798853,0.044670645,"PE","PC00167","PC00167","non-receptor serine/threonine protein kinase","PC00260","protein modifying enzyme"
"581","P63244","GNB2L1","Guanine nucleotide-binding protein subunit beta-2-like 1",2.06193546375937,0.033456624,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"582","Q8TB96","ITFG1","T-cell immunomodulatory protein",2.0614411233936,0.016478328,"DM",NA,NA,"Unclassified",NA,"Unclassified"
"583","Q5T4S7","UBR4","E3 ubiquitin-protein ligase UBR4",2.05286144935884,0.046376202,"PE","PC00234","PC00234","ubiquitin-protein ligase","PC00260","protein modifying enzyme"
"584","Q8NHH9","ATL2","Atlastin-2",2.05194838224009,0.019752545,"PE","PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"585","P11413","G6PD","Glucose-6-phosphate 1-dehydrogenase",2.04372603175288,0.018579111,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"586","Q9UP83","COG5","Conserved oligomeric Golgi complex subunit 5",2.04324179046408,0.045436218,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"587","Q9H2V7","SPNS1","Protein spinster homolog 1",2.03991170944387,0.0029736126,"PE","PC00227","PC00227","transporter","PC00227","transporter"
"588","Q6WCQ1","MPRIP","Myosin phosphatase Rho-interacting protein",2.03975084381632,0.039921191,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"589","O60841","EIF5B","Eukaryotic translation initiation factor 5B",2.03755932431825,0.01567434,"PE","PC00223","PC00223","translation factor","PC00263","translational protein"
"590","P30519","HMOX2","Heme oxygenase 2",2.03342230894181,0.017719198,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"591","Q04721","NOTCH2","Neurogenic locus notch homolog protein 2",2.03323341769016,0.047408484,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"592","Q8NHP8","PLBD2","Putative phospholipase B-like 2",2.03007717180939,0.017781306,"PE","PC00121","PC00121","hydrolase","PC00262","metabolite interconversion enzyme"
"593","Q96FW1","OTUB1","Ubiquitin thioesterase OTUB1",2.02867494763693,0.04981057,"PE","PC00260","PC00260","protein modifying enzyme","PC00260","protein modifying enzyme"
"594","Q9NX40","OCIAD1","OCIA domain-containing protein 1",2.02853635364656,0.04333533,"DM","PC00150","PC00150","membrane traffic protein","PC00150","membrane traffic protein"
"595","Q96HY6","DDRGK1","DDRGK domain-containing protein 1",2.02270228084235,0.013101718,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"596","P62701","RPS4X","40S ribosomal protein S4, X isoform",2.02091655163167,0.0007649475,"PE","PC00202","PC00202","ribosomal protein","PC00263","translational protein"
"597","Q13409","DYNC1I2","Cytoplasmic dynein 1 intermediate chain 2",2.01408764208159,0.029375508,"PE","PC00157","PC00157","microtubule or microtubule-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"598","Q969V3","NCLN","Nicalin",2.00809479867997,0.020947739,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"599","Q9GZS1","POLR1E","DNA-directed RNA polymerase I subunit RPA49",2.00803585094319,0.0020980402,"PE","PC00019","PC00019","DNA-directed RNA polymerase","PC00031","RNA metabolism protein"
"600","Q9UNZ2","NSFL1C","NSFL1 cofactor p47",2.00785112939925,0.010525379,"PE","PC00095","PC00095","protein-binding activity modulator","PC00095","protein-binding activity modulator"
"601","P83731","RPL24","60S ribosomal protein L24",2.00403601912656,0.00011094844,"PE","PC00202","PC00202","ribosomal protein","PC00263","translational protein"
"602","Q5T9A4","ATAD3B","ATPase family AAA domain-containing protein 3B",2.00209720823561,0.035035297,"PE",NA,NA,"Unclassified",NA,"Unclassified"
