"so_SHORTNAME"	"so_NAME"	"so_PID"	"so_ratioWave"	"so_allTWave"
"FAM126A"	"Hyccin"	"Q9BYI3"	0.647938871713021	0.067425691
"NCAPG"	"Condensin complex subunit 3"	"Q9BPX3"	1.64248910980694	0.083228968
"SYNJ2"	"Synaptojanin-2"	"O15056"	0.504229692948753	0.1575819
"PRKACB"	"cAMP-dependent protein kinase catalytic subunit alpha;cAMP-dependent protein kinase catalytic subunit beta"	"P17612;P22694"	1.55967684209629	0.070978209
"CHMP4B"	"Charged multivesicular body protein 4b"	"Q9H444"	1.68118167582012	0.093840994
"DDX19B"	"ATP-dependent RNA helicase DDX19A;ATP-dependent RNA helicase DDX19B"	"Q9UHL0"	1.96150427328819	0.15773943
"DNM1L"	"Dynamin-1-like protein"	"O00429"	1.5713964321595	0.075729951
"GLE1"	"Nucleoporin GLE1"	"Q53GS7"	0.57848650158917	0.10440262
"TLE3"	"Transducin-like enhancer protein 3"	"Q04726"	1.33453802601857	0.044250712
"COG1"	"Conserved oligomeric Golgi complex subunit 1"	"Q8WTW3"	1.70110432106468	0.10351831
"HPX"	"Hemopexin"	"P02790"	1.41694158727198	0.056625377
"ATAD3A;ATAD3B"	"ATPase family AAA domain-containing protein 3A;ATPase family AAA domain-containing protein 3B"	"Q9NVI7;Q5T9A4"	1.91364095592222	0.15474132
"SNAP25"	"Synaptosomal-associated protein 25"	"P60880"	1.88578230000316	0.1489702
"ACTR1A"	"Alpha-centractin"	"P61163"	1.74536851434523	0.11627424
"STX4"	"Syntaxin-4"	"Q12846"	1.90516705674367	0.15625536
"LRRC8C"	"Volume-regulated anion channel subunit LRRC8C"	"Q8TDW0"	1.45046995133007	0.06488695
"KIAA1217"	"Sickle tail protein homolog"	"Q5T5P2"	1.46282216013286	0.067999266
"KMT2C"	"Histone-lysine N-methyltransferase 2C"	"Q8NEZ4"	0.51877604073937	0.17098129
"HSPB8"	"Heat shock protein beta-8"	"Q9UJY1"	0.564750569332839	0.12961647
"MOB1A"	"MOB kinase activator 1A"	"Q9H8S9"	1.6081331037067	0.094207436
"WWTR1"	"WW domain-containing transcription regulator protein 1"	"Q9GZV5"	1.45711996379904	0.068013087
"ADSS"	"Adenylosuccinate synthetase isozyme 2"	"P30520"	1.63414477735832	0.1019388
"KRAS"	"GTPase KRas, N-terminally processed"	"P01116"	1.7885126451177	0.13825488
"JUN"	"Transcription factor AP-1"	"P05412"	0.556165996877398	0.1416221
"VSIG8"	"V-set and immunoglobulin domain-containing protein 8"	"P0DPA2"	0.713384720841221	0.062887646
"PPME1"	"Protein phosphatase methylesterase 1"	"Q9Y570"	1.446783080752	0.070875607
"GPS1"	"COP9 signalosome complex subunit 1"	"Q13098"	0.691591826321633	0.070788302
"MED9"	"Mediator of RNA polymerase II transcription subunit 9"	"Q9NWA0"	0.789349067610685	0.047954958
"CA9"	"Carbonic anhydrase 9"	"Q16790"	1.50996248147275	0.086953811
"PAXIP1"	"PAX-interacting protein 1"	"Q6ZW49"	1.44170355021144	0.075970247
"KNSTRN"	"Small kinetochore-associated protein"	"Q9Y448"	1.45413001906402	0.079784989
"DNAJC8"	"DnaJ homolog subfamily C member 8"	"O75937"	0.685154678371072	0.082003027
"IGSF3"	"Immunoglobulin superfamily member 3"	"O75054"	1.67575725586396	0.12990165
"EHBP1L1"	"EH domain-binding protein 1-like protein 1"	"Q8N3D4"	1.57899489559064	0.10824656
"SIX2"	"Homeobox protein SIX2"	"Q9NPC8"	1.42576961425772	0.077331044
"PPP1R18"	"Phostensin"	"Q6NYC8"	1.38077227824687	0.069787644
"COPB2"	"Coatomer subunit beta"	"P35606"	1.40795239235322	0.074979216
"CSTF2T"	"Cleavage stimulation factor subunit 2 tau variant"	"Q9H0L4"	0.655438359987697	0.10044029
"ETV3"	"ETS translocation variant 3"	"P41162"	1.6581629890234	0.13260297
"ACSL1"	"Long-chain-fatty-acid--CoA ligase 1"	"P33121"	1.51235418895736	0.097711034
"DDX39A"	"ATP-dependent RNA helicase DDX39A"	"O00148"	1.9751081052411	0.23740339
"RAB22A"	"Ras-related protein Rab-22A"	"Q9UL26"	1.44392505181573	0.0841005
"HSPA1A"	"Heat shock 70 kDa protein 1A"	"P0DMV8"	0.65788946379122	0.10025439
"COPZ1"	"Coatomer subunit zeta-1"	"P61923"	1.58178424210124	0.11583108
"ERC1"	"ELKS/Rab6-interacting/CAST family member 1"	"Q8IUD2"	0.727550416452266	0.073231712
"BAX"	"Apoptosis regulator BAX"	"Q07812"	1.3252721771239	0.065698706
"SMTN"	"Smoothelin"	"P53814"	1.46071199549011	0.091422245
"MED11"	"Mediator of RNA polymerase II transcription subunit 11"	"Q9P086"	1.35507821417426	0.07211192
"BTN2A1"	"Butyrophilin subfamily 2 member A1"	"Q7KYR7"	1.54621379348256	0.11221807
"COPG1"	"Coatomer subunit gamma-1"	"Q9Y678"	1.76733056169489	0.17913716
"ECT2"	"Protein ECT2"	"Q9H8V3"	1.56032759964835	0.12067503
"ZNF622"	"Zinc finger protein 622"	"Q969S3"	1.63913895375944	0.14353213
"NAA10"	"N-alpha-acetyltransferase 10"	"P41227"	0.547038737118646	0.20855339
"KIAA1279"	"KIF1-binding protein"	"Q96EK5"	0.54183130381844	0.21832965
"AXL"	"Tyrosine-protein kinase receptor UFO"	"P30530"	1.70635286690849	0.16900767
"PHLDA2"	"Pleckstrin homology-like domain family A member 2"	"Q53GA4"	1.61894234824048	0.14505094
"ELOVL1"	"Elongation of very long chain fatty acids protein 1"	"Q9BW60"	0.767030761824809	0.070668124
"MCM2"	"DNA replication licensing factor MCM2"	"P49736"	1.53409513533434	0.12157512
"MAD1L1"	"Mitotic spindle assembly checkpoint protein MAD1"	"Q9Y6D9"	1.7067245666108	0.17421721
"ARMCX2"	"Armadillo repeat-containing X-linked protein 2"	"Q7L311"	0.667592871749486	0.11322796
"ERCC2"	"TFIIH basal transcription factor complex helicase XPD subunit"	"P18074"	0.660212666170568	0.11970417
"SENP3"	"Sentrin-specific protease 3"	"Q9H4L4"	0.628711718181818	0.1409146
"NCAPH2"	"Condensin-2 complex subunit H2"	"Q6IBW4"	1.62312153797703	0.15101004
"LSM14B"	"Protein LSM14 homolog B"	"Q9BX40"	1.58509719401136	0.14039461
"DNAJA4"	"DnaJ homolog subfamily A member 4"	"Q8WW22"	1.2931459600825	0.072705716
"FBN1"	"Fibrillin-1"	"P35555"	0.708090148655927	0.097475089
"FAM114A2"	"Protein FAM114A2"	"Q9NRY5"	1.50394151358433	0.12023257
"PIP5K1A"	"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha"	"O60331"	1.62113210982513	0.1544046
"TAF6L"	"TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L"	"Q9Y6J9"	0.599697447055922	0.17319854
"RANBP1"	"Ran-specific GTPase-activating protein"	"P43487"	1.63697044100391	0.1666117
"EIF4G3"	"Eukaryotic translation initiation factor 4 gamma 3"	"O43432"	1.46858053567297	0.11676853
"TRIP12"	"E3 ubiquitin-protein ligase TRIP12"	"Q14669"	1.60084179364036	0.15594777
"ANKLE2"	"Ankyrin repeat and LEM domain-containing protein 2"	"Q86XL3"	0.666095000312806	0.126616
"SETX"	"Probable helicase senataxin"	"Q7Z333"	1.40084274345266	0.10064325
"C12orf57"	"Protein C10"	"Q99622"	0.756948864287214	0.083214238
"ARL6IP4"	"ADP-ribosylation factor-like protein 6-interacting protein 4"	"Q66PJ3"	1.37449012271818	0.095004126
"ZKSCAN1"	"Zinc finger protein with KRAB and SCAN domains 1"	"P17029"	1.70173838130617	0.19346003
"CDC42EP1"	"Cdc42 effector protein 1"	"Q00587"	1.80419958045187	0.23884572
"SON"	"Protein SON"	"P18583"	1.41210094895944	0.10606534
"CDC42EP3"	"Cdc42 effector protein 3"	"Q9UKI2"	1.84645568683154	0.26094785
"STX8"	"Syntaxin-8"	"Q9UNK0"	1.5556867673924	0.14865738
"BMP2K"	"BMP-2-inducible protein kinase"	"Q9NSY1"	1.30974600765227	0.084291823
"PICALM"	"Phosphatidylinositol-binding clathrin assembly protein"	"Q13492"	1.8635290932672	0.27481905
"PSMD13"	"26S proteasome non-ATPase regulatory subunit 13"	"Q9UNM6"	1.60524667767042	0.17078374
"PALM2"	"Paralemmin-2"	"Q8IXS6"	1.48664581956189	0.13253437
"PRRC1"	"Protein PRRC1"	"Q96M27"	0.636777424793313	0.16122137
"RSRC2"	"Arginine/serine-rich coiled-coil protein 2"	"Q7L4I2"	1.46456404952359	0.12886961
"DHX29"	"ATP-dependent RNA helicase DHX29"	"Q7Z478"	1.55995474085422	0.15977004
"KDELC2"	"KDEL motif-containing protein 2"	"Q7Z4H8"	1.5878036882172	0.17100839
"IL1RL1"	"Interleukin-1 receptor-like 1"	"Q01638"	1.36406256102672	0.10516216
"UCK1"	"Uridine-cytidine kinase 1"	"Q9HA47"	1.72124696300391	0.23638564
"CHMP7"	"Charged multivesicular body protein 7"	"Q8WUX9"	0.648333673400127	0.16442783
"DNAJB9"	"DnaJ homolog subfamily B member 9"	"Q9UBS3"	0.591851728161661	0.22334853
"MFAP1"	"Microfibrillar-associated protein 1"	"P55081"	0.627352875795457	0.18690817
"MAP2K1"	"Dual specificity mitogen-activated protein kinase kinase 1"	"Q02750"	1.39059471721029	0.1187994
"DIAPH1"	"Protein diaphanous homolog 1"	"O60610"	1.5451285588079	0.16962934
"MED26"	"Mediator of RNA polymerase II transcription subunit 26"	"O95402"	0.751309248746338	0.10481036
"MYEF2"	"Myelin expression factor 2"	"Q9P2K5"	1.84940663872178	0.31298846
"DPY30"	"Protein dpy-30 homolog"	"Q9C005"	1.64573964211169	0.21375436
"EPS15"	"Epidermal growth factor receptor substrate 15"	"P42566"	1.69380826405697	0.23622397
"SH3BP4"	"SH3 domain-binding protein 4"	"Q9P0V3"	0.698533701387721	0.135325
"ZRANB2"	"Zinc finger Ran-binding domain-containing protein 2"	"O95218"	1.56152517659326	0.18098064
"HIST1H2AG"	"Histone H2A type 1"	"P0C0S8"	1.91245400269805	0.35611817
"AP3S1"	"AP-3 complex subunit sigma-1"	"Q92572"	1.5553827034615	0.1797355
"PIAS3"	"E3 SUMO-protein ligase PIAS3"	"Q9Y6X2"	1.68605743322221	0.2356519
"PTMA"	"Prothymosin alpha"	"P06454"	1.53074680447703	0.17097895
"METTL22"	"Methyltransferase-like protein 22"	"Q9BUU2"	0.700420945656105	0.13659772
"SMARCA1"	"Probable global transcription activator SNF2L1"	"P28370"	1.59785325551175	0.19900642
"TADA1"	"Transcriptional adapter 1"	"Q96BN2"	0.640667874264458	0.18598036
"EHD1"	"EH domain-containing protein 1"	"Q9H4M9"	1.5336700633032	0.17569716
"COL4A2"	"Collagen alpha-2(IV) chain"	"P08572"	1.3301634543115	0.1101032
"SLC6A6"	"Sodium- and chloride-dependent taurine transporter"	"P31641"	1.53985987343843	0.17936355
"RPS6KA3"	"Ribosomal protein S6 kinase alpha-3"	"P51812"	1.56736196063353	0.19094039
"TBC1D5"	"TBC1 domain family member 5"	"Q92609"	1.21151625401543	0.081477992
"HIST1H2BM"	"Histone H2B type 1-M"	"Q99879"	1.47303838950956	0.15611583
"RFTN1"	"Raftlin"	"Q14699"	1.50415425488489	0.16917376
"RPRD1A"	"Regulation of nuclear pre-mRNA domain-containing protein 1A"	"Q96P16"	0.647608019059712	0.18511975
"UBP1"	"Upstream-binding protein 1"	"Q9NZI7"	0.603645543225061	0.23399246
"GTF2E1"	"General transcription factor IIE subunit 1"	"P29083"	0.564273399070209	0.29276988
"UNC93B1"	"Protein unc-93 homolog B1"	"Q9H1C4"	1.38135223217698	0.12837891
"ABCC3"	"Canalicular multispecific organic anion transporter 2"	"O15438"	1.33766095967488	0.11587101
"MISP"	"Mitotic interactor and substrate of PLK1"	"Q8IVT2"	1.39049937912465	0.13329509
"PPP2R5D"	"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform"	"Q14738"	1.56263843680147	0.19650836
"BAG6"	"Large proline-rich protein BAG6"	"P46379"	1.55438440880266	0.19611602
"PPP1R13L"	"RelA-associated inhibitor"	"Q8WUF5"	1.46130559028664	0.16077034
"CDC42EP2"	"Cdc42 effector protein 2"	"O14613"	1.70022394124603	0.27195504
"MUS81"	"Crossover junction endonuclease MUS81"	"Q96NY9"	1.28555258940909	0.10904026
"NELFE"	"Negative elongation factor E"	"P18615"	0.732419448282115	0.13464968
"SNRPF"	"Small nuclear ribonucleoprotein F"	"P62306"	1.30788320962486	0.11894108
"ENAH"	"Protein enabled homolog"	"Q8N8S7"	1.33216314163013	0.12837173
"AHSA1"	"Activator of 90 kDa heat shock protein ATPase homolog 1"	"O95433"	1.52345776648705	0.20072445
"NEDD8"	"NEDD8"	"Q15843"	0.771314850521296	0.11855392
"ELF2"	"ETS-related transcription factor Elf-2"	"Q15723"	1.5029107159827	0.19615677
"SMNDC1"	"Survival of motor neuron-related-splicing factor 30"	"O75940"	1.69311078722492	0.29200882
"SPDL1"	"Protein Spindly"	"Q96EA4"	1.46066716905223	0.17890185
"RING1"	"E3 ubiquitin-protein ligase RING1"	"Q06587"	1.40781386485136	0.16050625
"POLR2J3"	"DNA-directed RNA polymerase II subunit RPB11-b2"	"Q9H1A7"	0.682251950486743	0.18578133
"GOLM1"	"Golgi membrane protein 1"	"Q8NBJ4"	0.784407735670823	0.11696657
"TAOK1"	"Serine/threonine-protein kinase TAO1"	"Q7L7X3"	1.5016644053116	0.20296358
"NCAPH"	"Condensin complex subunit 2"	"Q15003"	1.38763027965533	0.15798773
"RPL36A"	"60S ribosomal protein L36a"	"P83881"	1.64120602182305	0.27646035
"ERGIC2"	"Endoplasmic reticulum-Golgi intermediate compartment protein 2"	"Q96RQ1"	0.79779126916728	0.11380651
"KIF14"	"Kinesin-like protein KIF14"	"Q15058"	1.45204130244287	0.18558116
"SLC35F3"	"Putative thiamine transporter SLC35F3"	"Q8IY50"	1.25516297656615	0.11542665
"CA12"	"Carbonic anhydrase 12"	"O43570"	1.51376564844378	0.21557879
"UBTF"	"Nucleolar transcription factor 1"	"P17480"	1.25247270174637	0.11569143
"CEP131"	"Centrosomal protein of 131 kDa"	"Q9UPN4"	1.33907838643615	0.14824256
"TAF9"	"Transcription initiation factor TFIID subunit 9"	"Q16594"	0.670338887872771	0.21275693
"GAPVD1"	"GTPase-activating protein and VPS9 domain-containing protein 1"	"Q14C86"	1.45622393188454	0.19650641
"SETBP1"	"SET-binding protein"	"Q9Y6X0"	1.59428584093065	0.26661921
"CHTF18"	"Chromosome transmission fidelity protein 18 homolog"	"Q8WVB6"	1.2982074324624	0.13507894
"LGALS3"	"Galectin-3"	"P17931"	1.40008979123756	0.17377765
"SFSWAP"	"Splicing factor, suppressor of white-apricot homolog"	"Q12872"	0.743017958445871	0.15242489
"ZBTB7A"	"Zinc finger and BTB domain-containing protein 7A"	"O95365"	1.35027866419253	0.15468594
"NCAPD3"	"Condensin-2 complex subunit D3"	"P42695"	0.659821966351703	0.22803336
"RPL36AL"	"60S ribosomal protein L36a-like"	"Q969Q0"	1.31316816021292	0.14185806
"PITX1"	"Pituitary homeobox 1"	"P78337"	1.29601574809477	0.13597642
"PAFAH1B2"	"Platelet-activating factor acetylhydrolase IB subunit beta"	"P68402"	1.62543941204533	0.28863254
"JUNB"	"Transcription factor jun-B"	"P17275"	0.71527182381664	0.17634492
"VASP"	"Vasodilator-stimulated phosphoprotein"	"P50552"	1.48628182777938	0.21637496
"PKN2"	"Serine/threonine-protein kinase N2"	"Q16513"	1.5691439745593	0.26313955
"ZC3H15"	"Zinc finger CCCH domain-containing protein 15"	"Q8WU90"	0.649409339618211	0.24861638
"AHDC1"	"AT-hook DNA-binding motif-containing protein 1"	"Q5TGY3"	1.37832429255234	0.1730355
"COPS2"	"COP9 signalosome complex subunit 2"	"P61201"	1.41286409376703	0.18786989
"TOMM20"	"Mitochondrial import receptor subunit TOM20 homolog"	"Q15388"	1.28817630402016	0.13896339
"CCDC137"	"Coiled-coil domain-containing protein 137"	"Q6PK04"	1.27713140214873	0.1358487
"KLF4"	"Krueppel-like factor 4"	"O43474"	0.715897129283084	0.18371066
"RBM12"	"RNA-binding protein 12"	"Q9NTZ6"	0.682281255570572	0.21612877
"FABP3"	"Fatty acid-binding protein, heart"	"P05413"	1.43360765072726	0.20384291
"DBI"	"Acyl-CoA-binding protein"	"P07108"	0.805339812416477	0.12787063
"HSPA4"	"Heat shock 70 kDa protein 4"	"P34932"	0.679186931994262	0.22543381
"VPS51"	"Vacuolar protein sorting-associated protein 51 homolog"	"Q9UID3"	1.38955910801449	0.18706186
"BYSL"	"Bystin"	"Q13895"	1.63957453141899	0.32474244
"NAF1"	"H/ACA ribonucleoprotein complex non-core subunit NAF1"	"Q96HR8"	0.752388603067836	0.16225241
"SNF8"	"Vacuolar-sorting protein SNF8"	"Q96H20"	1.47529006074043	0.23116498
"ZNF609"	"Zinc finger protein 609"	"O15014"	0.709888473416208	0.19830564
"TRPT1"	"tRNA 2-phosphotransferase 1"	"Q86TN4"	0.827874615771765	0.12080678
"GNL3L"	"Guanine nucleotide-binding protein-like 3-like protein"	"Q9NVN8"	1.564403135951	0.28527874
"SYNM"	"Synemin"	"O15061"	0.682210707294651	0.23057958
"KIAA1033"	"WASH complex subunit 7"	"Q2M389"	1.23632249879696	0.13170634
"EXOSC8"	"Exosome complex component RRP43"	"Q96B26"	1.22335516201736	0.12732439
"FAM83D"	"Protein FAM83D"	"Q9H4H8"	1.34097058176988	0.17321491
"TMEM30A"	"Cell cycle control protein 50A"	"Q9NV96"	0.719617707025576	0.19504383
"ZNF106"	"Zinc finger protein 106"	"Q9H2Y7"	1.56746102257689	0.29152164
"P4HTM"	"Transmembrane prolyl 4-hydroxylase"	"Q9NXG6"	1.32794019181487	0.16834898
"E2F7"	"Transcription factor E2F7"	"Q96AV8"	1.45176063407827	0.2269817
"ACAT2"	"Acetyl-CoA acetyltransferase, cytosolic"	"Q9BWD1"	1.40018585697233	0.20188904
"FDPS"	"Farnesyl pyrophosphate synthase"	"P14324"	1.32521312028487	0.16919778
"PPIL2"	"Peptidyl-prolyl cis-trans isomerase-like 2"	"Q13356"	1.28210688905983	0.15290967
"PIAS1"	"E3 SUMO-protein ligase PIAS1"	"O75925"	1.23549748785567	0.13597649
"EIF3G"	"Eukaryotic translation initiation factor 3 subunit G"	"O75821"	1.44888583480507	0.23122276
"C12orf10"	"UPF0160 protein MYG1, mitochondrial"	"Q9HB07"	0.698511556503059	0.2255422
"TMED1"	"Transmembrane emp24 domain-containing protein 1"	"Q13445"	0.775167963502129	0.15997684
"SSBP4"	"Single-stranded DNA-binding protein 4"	"Q9BWG4"	1.60567951654296	0.33296907
"XYLT2"	"Xylosyltransferase 2"	"Q9H1B5"	1.3318691634543	0.18186961
"MKI67"	"Antigen KI-67"	"P46013"	1.41736307809762	0.22482912
"PXN"	"Paxillin"	"P49023"	1.34827739929611	0.19254357
"MTA2"	"Metastasis-associated protein MTA2"	"O94776"	1.6263095367366	0.35966513
"FAM134C"	"Protein FAM134C"	"Q86VR2"	0.700356314323223	0.23392814
"IGSF8"	"Immunoglobulin superfamily member 8"	"Q969P0"	1.38328833563403	0.21160442
"EDC4"	"Enhancer of mRNA-decapping protein 4"	"Q6P2E9"	1.48030617442531	0.26521525
"ORC3"	"Origin recognition complex subunit 3"	"Q9UBD5"	0.635282647622639	0.32726404
"GIPC1"	"PDZ domain-containing protein GIPC1"	"O14908"	1.65680528826646	0.38921887
"SUMO1"	"Small ubiquitin-related modifier 1"	"P63165"	1.30432197515886	0.17590985
"COG3"	"Conserved oligomeric Golgi complex subunit 3"	"Q96JB2"	1.28832486373065	0.16947079
"HBS1L"	"HBS1-like protein"	"Q9Y450"	1.40225365100959	0.22731276
"KIRREL"	"Kin of IRRE-like protein 1"	"Q96J84"	1.3616587706826	0.20710562
"HLTF"	"Helicase-like transcription factor"	"Q14527"	1.3066645031981	0.18109801
"MKL1"	"MKL/myocardin-like protein 1"	"Q969V6"	1.55111411597787	0.32014662
"RC3H1"	"Roquin-1"	"Q5TC82"	0.717270377765927	0.22463875
"SHC1"	"SHC-transforming protein 1"	"P29353"	0.745243286944369	0.19842865
"BCKDK"	"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial"	"O14874"	1.36417469452187	0.21008445
"APOB"	"Apolipoprotein B-100"	"P04114"	1.49308584709041	0.28410465
"TOP1"	"DNA topoisomerase 1"	"P11387"	0.707470736958251	0.23741059
"GET4"	"Golgi to ER traffic protein 4 homolog"	"Q7L5D6"	0.73791479353768	0.20787202
"GTF3C4"	"General transcription factor 3C polypeptide 4"	"Q9UKN8"	1.57931902553586	0.34693047
"PARP4"	"Poly [ADP-ribose] polymerase 4"	"Q9UKK3"	1.40217027274361	0.23614578
"IGSF10"	"Immunoglobulin superfamily member 10"	"Q6WRI0"	1.34651244916733	0.2065399
"HUWE1"	"E3 ubiquitin-protein ligase HUWE1"	"Q7Z6Z7"	1.35842103294171	0.21345159
"TYMS"	"Thymidylate synthase"	"P04818"	0.731448593612978	0.21905245
"SUSD5"	"Sushi domain-containing protein 5"	"O60279"	1.4357348884934	0.25855282
"GOSR1"	"Golgi SNAP receptor complex member 1"	"O95249"	1.42285056904525	0.25179142
"PRCC"	"Proline-rich protein PRCC"	"Q92733"	1.55559226667221	0.34010249
"SPATS2L"	"SPATS2-like protein"	"Q9NUQ6"	1.30735454223483	0.19195652
"MORF4L1"	"Mortality factor 4-like protein 1"	"Q9UBU8"	1.4153581760624	0.25026724
"EIF3F"	"Eukaryotic translation initiation factor 3 subunit F"	"O00303"	1.54282800503205	0.33566186
"NOMO2"	"Nodal modulator 2"	"Q5JPE7"	1.31707467881387	0.19941419
"TMEM41B"	"Transmembrane protein 41B"	"Q5BJD5"	1.24958877410662	0.16771033
"EXOC2"	"Exocyst complex component 2"	"Q96KP1"	0.762416358973246	0.1986742
"RRP36"	"Ribosomal RNA processing protein 36 homolog"	"Q96EU6"	1.39420421389002	0.24351361
"CDC37"	"Hsp90 co-chaperone Cdc37"	"Q16543"	1.54913603867005	0.34679639
"DCP1A"	"mRNA-decapping enzyme 1A"	"Q9NPI6"	0.747764854432957	0.21285142
"ATN1"	"Atrophin-1"	"P54259"	1.26849335140362	0.17889418
"CP"	"Ceruloplasmin"	"P00450"	0.796649798247666	0.17319076
"NMD3"	"60S ribosomal export protein NMD3"	"Q96D46"	1.28191548656221	0.18595831
"PI4KA"	"Phosphatidylinositol 4-kinase alpha"	"P42356"	1.31821669120849	0.20597285
"MAGOH"	"Protein mago nashi homolog"	"P61326"	1.36365522745632	0.23146673
"RNF169"	"E3 ubiquitin-protein ligase RNF169"	"Q8NCN4"	0.748113474941265	0.21801437
"FAM91A1"	"Protein FAM91A1"	"Q658Y4"	0.678655024567965	0.30258149
"ATP12A"	"Potassium-transporting ATPase alpha chain 2"	"P54707"	1.34735585960382	0.23029393
"R3HDM1"	"R3H domain-containing protein 1"	"Q15032"	0.730865480198913	0.24334624
"GAS1"	"Growth arrest-specific protein 1"	"P54826"	0.695227849916484	0.28742814
"WNK1"	"Serine/threonine-protein kinase WNK1"	"Q9H4A3"	1.60714762354362	0.41961566
"DNAJA2"	"DnaJ homolog subfamily A member 2"	"O60884"	0.837528987687409	0.15764524
"HPCA"	"Neuron-specific calcium-binding protein hippocalcin"	"P84074"	1.36429529373302	0.24594107
"HDAC7"	"Histone deacetylase 7"	"Q8WUI4"	1.46132048519272	0.31514505
"TAF10"	"Transcription initiation factor TFIID subunit 10"	"Q12962"	0.704932619678419	0.28589275
"MEIS3"	"Homeobox protein Meis1"	"O00470"	1.60772368034511	0.43432093
"TALDO1"	"Transaldolase"	"P37837"	0.656225015634915	0.36369601
"MEIS1"	"Homeobox protein Meis3"	"Q99687"	1.3218327428529	0.22719301
"MLLT11"	"Protein AF1q"	"Q13015"	0.716471222954306	0.27359819
"SLC19A1"	"Folate transporter 1"	"P41440"	1.31475060188485	0.22502844
"FAT4"	"Protocadherin Fat 4"	"Q6V0I7"	0.695453013657972	0.30309239
"MAP7D2"	"MAP7 domain-containing protein 2"	"Q96T17"	0.675412155461142	0.33544064
"MN1"	"Probable tumor suppressor protein MN1"	"Q10571"	0.803044823458934	0.18990152
"COBL"	"Protein cordon-bleu"	"O75128"	1.23306060885021	0.18469141
"LUC7L"	"Putative RNA-binding protein Luc7-like 1"	"Q9NQ29"	1.26549216644898	0.20337112
"DDX41"	"Probable ATP-dependent RNA helicase DDX41"	"Q9UJV9"	0.787238291651139	0.20675969
"FAM49B"	"Protein FAM49B"	"Q9NUQ9"	1.41351261764709	0.29754686
"COPS7A"	"COP9 signalosome complex subunit 7a"	"Q9UBW8"	0.825348043448148	0.18004708
"RPH3AL"	"Rab effector Noc2"	"Q9UNE2"	0.671910938486755	0.35738096
"ANXA3"	"Annexin A3"	"P12429"	1.24406733807893	0.19769551
"CELF1"	"CUGBP Elav-like family member 1"	"Q92879"	0.692512086048892	0.32462755
"PHF5A"	"PHD finger-like domain-containing protein 5A"	"Q7RTV0"	0.693377972824395	0.3276262
"MDH1"	"Malate dehydrogenase, cytoplasmic"	"P40925"	1.44171345258213	0.32740563
"TNIP1"	"TNFAIP3-interacting protein 1"	"Q15025"	0.701455253260877	0.31574455
"GSTA1"	"Glutathione S-transferase A1"	"P08263"	1.54014896092804	0.40925136
"SAE1"	"SUMO-activating enzyme subunit 1"	"Q9UBE0"	1.33427869610708	0.25434861
"TES"	"Testin"	"Q9UGI8"	1.2890817707703	0.22723357
"PRPF6"	"Pre-mRNA-processing factor 6"	"O94906"	1.53119403735792	0.40771359
"RAB23"	"Ras-related protein Rab-23"	"Q9ULC3"	1.33601848551483	0.2619805
"LRRC15"	"Leucine-rich repeat-containing protein 15"	"Q8TF66"	1.65674803192329	0.53584778
"EHD3"	"EH domain-containing protein 3"	"Q9NZN3"	0.722725523492978	0.29475325
"EIF3K"	"Eukaryotic translation initiation factor 3 subunit K"	"Q9UBQ5"	1.26218876679378	0.21891567
"AKR1C3"	"Aldo-keto reductase family 1 member C3"	"P42330"	1.46162140420943	0.3570393
"MOCS3"	"Adenylyltransferase and sulfurtransferase MOCS3"	"O95396"	1.27775730167933	0.2293985
"HBB"	"Hemoglobin subunit beta"	"P68871"	0.790046435980661	0.22272938
"HGH1"	"Protein HGH1 homolog"	"Q9BTY7"	1.27425425199013	0.22861736
"ORMDL1"	"ORM1-like protein 1"	"Q9P0S3"	0.758624899201227	0.2573719
"PSMA6"	"Proteasome subunit alpha type-6"	"P60900"	1.23416955674909	0.20691326
"MBD3"	"Methyl-CpG-binding domain protein 3"	"O95983"	1.46541698528826	0.36776811
"C11orf98"	"Uncharacterized protein C11orf98"	"E9PRG8"	0.733401972466924	0.29598847
"KMT2E"	"Histone-lysine N-methyltransferase 2E"	"Q8IZD2"	1.26730512889703	0.2329275
"KSR1"	"Kinase suppressor of Ras 1"	"Q8IVT5"	1.46714662556936	0.37930775
"PRPF3"	"U4/U6 small nuclear ribonucleoprotein Prp3"	"O43395"	1.34284430532586	0.28610387
"PKN3"	"Serine/threonine-protein kinase N3"	"Q6P5Z2"	0.8112684739789	0.21535502
"CARD9"	"Caspase recruitment domain-containing protein 9"	"Q9H257"	1.37048211069952	0.30665705
"KMT2D"	"Histone-lysine N-methyltransferase 2D"	"O14686"	1.21986653259831	0.20879002
"CLTB"	"Clathrin light chain B"	"P09497"	1.2436820235381	0.22290878
"PNO1"	"RNA-binding protein PNO1"	"Q9NRX1"	1.26994538199015	0.24081288
"C2orf49"	"Ashwin"	"Q9BVC5"	0.71531044656931	0.3346872
"CDK19"	"Cyclin-dependent kinase 19"	"Q9BWU1"	1.19382605831824	0.19852673
