"","Gene_name","Protein_name","Protein_ID","Fold_change","P_value"
"2956","HGS","Hepatocyte growth factor-regulated tyrosine kinase substrate","O14964",1.22957974777846,0.26679555
"2957","AK1","Adenylate kinase isoenzyme 1","P00568",0.794206082150497,0.28973281
"2958","PITX3","Pituitary homeobox 3","O75364",1.32545641885864,0.34413448
"2959","TACSTD2","Tumor-associated calcium signal transducer 2","P09758",1.36821948144457,0.38251808
"2960","HBA1","Hemoglobin subunit alpha","P69905",0.857122789495443,0.22663039
"2961","LEO1","RNA polymerase-associated protein LEO1","Q8WVC0",0.752950254715874,0.34905016
"2962","FAM49A","Protein FAM49A","Q9H0Q0",0.812298277351935,0.27200121
"2963","ASCC3","Activating signal cointegrator 1 complex subunit 3","Q8N3C0",0.844985207938124,0.23888923
"2964","CCDC22","Coiled-coil domain-containing protein 22","O60826",1.30944030809747,0.33504599
"2965","AAR2","Protein AAR2 homolog","Q9Y312",0.787585563499431,0.30256188
"2966","MICU1","Calcium uptake protein 1, mitochondrial","Q9BPX6",1.2689318067545,0.3040202
"2967","CCDC112","Coiled-coil domain-containing protein 112","Q8NEF3",0.770872960060492,0.32732326
"2968","SPR","Sepiapterin reductase","P35270",1.42800814227827,0.45371261
"2969","HIST1H2BK","Histone H2B type 1-K","O60814",1.20618392192585,0.25941062
"2970","PHF8","Histone lysine demethylase PHF8","Q9UPP1",0.81338549478878,0.276537
"2971","CCT6B","T-complex protein 1 subunit zeta-2","Q92526",0.758719919800355,0.34896842
"2972","AKR7A2","Aflatoxin B1 aldehyde reductase member 2","O43488",0.70500095630479,0.4476504
"2973","TUBB2A","Tubulin beta-2A chain","Q13885",1.44461694955609,0.47643894
"2974","CAV3","Caveolin-3","P56539",1.43912725255358,0.47358891
"2975","AP3D1","AP-3 complex subunit delta-1","O14617",1.34967425380443,0.38472855
"2976","WHSC1L1","Histone-lysine N-methyltransferase NSD3","Q9BZ95",1.2048413532169,0.26523677
"2977","PAM16","Mitochondrial import inner membrane translocase subunit TIM16","Q9Y3D7",0.710894823788802,0.44721058
"2978","ANXA7","Annexin A7","P20073",0.786216003308711,0.32019404
"2979","MED25","Mediator of RNA polymerase II transcription subunit 25","Q71SY5",1.23716153178729,0.29279131
"2980","TOM1","Target of Myb protein 1","O60784",1.23117373378833,0.28834572
"2981","KIAA1429","Protein virilizer homolog","Q69YN4",1.25958541701328,0.31167746
"2982","AHCYL2","Putative adenosylhomocysteinase 3","Q96HN2",1.36730434301912,0.40970346
"2983","DDX49","Probable ATP-dependent RNA helicase DDX49","Q9Y6V7",1.33584670500811,0.38186684
"2984","GBP1","Interferon-induced guanylate-binding protein 1","P32455",0.737208134426245,0.40205294
"2985","ERGIC3","Endoplasmic reticulum-Golgi intermediate compartment protein 3","Q9Y282",0.760991191361138,0.36365893
"2986","ZMYM4","Zinc finger MYM-type protein 4","Q5VZL5",1.23624425368281,0.29984176
"2987","SERPINA1","Alpha-1-antitrypsin","P01009",1.3975455463025,0.45278817
"2988","S100A16","Protein S100-A16","Q96FQ6",0.833851818380422,0.27269176
"2989","PRPS2","Ribose-phosphate pyrophosphokinase 2","P11908",1.39295247934367,0.44947773
"2990","ITFG3","Protein ITFG3","Q9H0X4",1.35909232725836,0.4176459
"2991","EP400","E1A-binding protein p400","Q96L91",1.28952413080218,0.35275611
"2992","ABLIM1","Actin-binding LIM protein 1","O14639",0.838026520379214,0.27285916
"2993","RRN3P2","Putative RRN3-like protein RRN3P2","A6NIE6",1.35061589779629,0.41263551
"2994","GAK","Cyclin-G-associated kinase","O14976",1.14701320568198,0.24010508
"2995","SH3GLB2","Endophilin-B2","Q9NR46",1.37255562611581,0.44181332
"2996","AGAP3","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3","Q96P47",1.17546673637757,0.26419395
"2997","COPA","Coatomer subunit alpha","P53621",1.36919215674089,0.44048235
"2998","PSMC4","26S protease regulatory subunit 6B","P43686",1.33689582052882,0.40799502
"2999","CDC42EP4","Cdc42 effector protein 4","Q9H3Q1",1.33407610858223,0.40636763
"3000","SERPINE2","Glia-derived nexin","P07093",1.29751004021499,0.37102404
"3001","CNOT6L","CCR4-NOT transcription complex subunit 6-like","Q96LI5",1.18092547815153,0.27169043
"3002","CUX1","Homeobox protein cut-like 1","P39880",1.22268149556212,0.30557492
"3003","RECQL5","ATP-dependent DNA helicase Q5","O94762",1.25915121940867,0.33997855
"3004","C1orf198","Uncharacterized protein C1orf198","Q9H425",1.3152607370709,0.39353162
"3005","SAMD1","Atherin","Q6SPF0",1.18514334673482,0.28106791
"3006","AMOTL2","Angiomotin-like protein 2","Q9Y2J4",1.15000623262516,0.25586969
"3007","CRLF1","Cytokine receptor-like factor 1","O75462",1.30163432571635,0.38649076
"3008","KPNA6","Importin subunit alpha-7","O60684",0.750689737054938,0.42067781
"3009","GTF2B","Transcription initiation factor IIB","Q00403",1.35142069038481,0.44443229
"3010","JMJD1C","Probable JmjC domain-containing histone demethylation protein 2C","Q15652",0.776736686578028,0.37911198
"3011","NIPBL","Nipped-B-like protein","Q6KC79",0.738847124127209,0.44779161
"3012","MAML2","Mastermind-like protein 2","Q8IZL2",0.768480770361523,0.39298317
"3013","KCTD12","BTB/POZ domain-containing protein KCTD12","Q96CX2",1.29469583676237,0.38742062
"3014","AP1M2","AP-1 complex subunit mu-2","Q9Y6Q5",1.316609628619,0.40977168
"3015","SUPT3H","Transcription initiation protein SPT3 homolog","O75486",1.21054678325123,0.31070381
"3016","CRMP1","Dihydropyrimidinase-related protein 1","Q14194",1.2564017859842,0.35461196
"3017","RRN3","RNA polymerase I-specific transcription initiation factor RRN3","Q9NYV6",1.26536476679512,0.36341298
"3018","COG4","Conserved oligomeric Golgi complex subunit 4","Q9H9E3",1.24367492197754,0.34334189
"3019","UBE2V1","Ubiquitin-conjugating enzyme E2 variant 1","Q13404",0.840431840205966,0.29735485
"3020","LRRC41","Leucine-rich repeat-containing protein 41","Q15345",0.772178905655827,0.39507532
"3021","POLR2I","DNA-directed RNA polymerase II subunit RPB9","P36954",0.813758061702619,0.33272675
"3022","PDLIM1","PDZ and LIM domain protein 1","O00151",0.81257505221472,0.33622399
"3023","POGZ","Pogo transposable element with ZNF domain","Q7Z3K3",0.858377301912528,0.280918
"3024","CDC42BPA","Serine/threonine-protein kinase MRCK alpha","Q5VT25",1.28998438906989,0.39617452
"3025","GULP1","PTB domain-containing engulfment adapter protein 1","Q9UBP9",1.37759687563564,0.49438387
"3026","IGFBP7","Insulin-like growth factor-binding protein 7","Q16270",1.20908797185939,0.3227278
"3027","CHMP6","Charged multivesicular body protein 6","Q96FZ7",0.791029139529627,0.37450889
"3028","CAPN2","Calpain-2 catalytic subunit","P17655",1.23686280128257,0.34906235
"3029","ENO3","Beta-enolase","P13929",0.763508506715552,0.42355075
"3030","RUNX1","Runt-related transcription factor 1","Q01196",0.888405781597473,0.25627017
"3031","FLVCR1","Feline leukemia virus subgroup C receptor-related protein 1","Q9Y5Y0",1.33288290593283,0.44978055
"3032","POLR2H","DNA-directed RNA polymerases I, II, and III subunit RPABC3","P52434",1.16521236480143,0.29033753
"3033","PSMB3","Proteasome subunit beta type-3","P49720",1.35361174209557,0.47878584
"3034","ARFGAP2","ADP-ribosylation factor GTPase-activating protein 2","Q8N6H7",0.843425411178528,0.31032464
"3035","TWISTNB","DNA-directed RNA polymerase I subunit RPA43","Q3B726",1.20584151781536,0.32982856
"3036","PBX1","Pre-B-cell leukemia transcription factor 1","P40424",1.15031010115754,0.28311527
"3037","KIF18B","Kinesin-like protein KIF18B","Q86Y91",1.30252393312065,0.4294498
"3038","UFD1L","Ubiquitin fusion degradation protein 1 homolog","Q92890",1.33367742427317,0.46526515
"3039","SEPT9","Septin-9","Q9UHD8",1.32397821482364,0.4543567
"3040","DNAJC9","DnaJ homolog subfamily C member 9","Q8WXX5",0.79004613955295,0.39361528
"3041","KHDRBS3","KH domain-containing, RNA-binding, signal transduction-associated protein 3","O75525",0.822558416016581,0.34442136
"3042","NUPL2","Nucleoporin-like protein 2","O15504",1.28994514653629,0.41979867
"3043","RFX1","MHC class II regulatory factor RFX1","P22670",0.746908298093032,0.47738621
"3044","GLTSCR1L","GLTSCR1-like protein","Q6AI39",1.1775143693471,0.31177199
"3045","RPRD2","Regulation of nuclear pre-mRNA domain-containing protein 2","Q5VT52",1.16938033089635,0.30581418
"3046","ABCF3","ATP-binding cassette sub-family F member 3","Q9NUQ8",0.816042970120523,0.36310634
"3047","SRI","Sorcin","P30626",1.2478177949486,0.38617069
"3048","PGLS","6-phosphogluconolactonase","O95336",1.26119994595879,0.40026739
"3049","DNMBP","Dynamin-binding protein","Q6XZF7",1.37679686634203,0.5371691
"3050","TWF1","Twinfilin-1","Q12792",1.24194997735252,0.38170871
"3051","INPPL1","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2","O15357",1.2459517416358,0.38745427
"3052","HIST3H2A","Histone H2A type 3","Q7L7L0",1.4886008950571,0.7003355
"3053","CITED2","Cbp/p300-interacting transactivator 2","Q99967",1.1938132784263,0.33646271
"3054","MED7","Mediator of RNA polymerase II transcription subunit 7","O43513",0.760156556256768,0.46844962
"3055","LLGL1","Lethal(2) giant larvae protein homolog 1","Q15334",1.23405088155937,0.37899953
"3056","C3","Complement C3","P01024",0.801143903687058,0.39565644
"3057","PPP6R3","Serine/threonine-protein phosphatase 6 regulatory subunit 3","Q5H9R7",0.716234186276266,0.57498336
"3058","YTHDC2","Probable ATP-dependent RNA helicase YTHDC2","Q9H6S0",0.800436305203532,0.39936689
"3059","SHC2","SHC-transforming protein 2","P98077",0.83103156835773,0.35603294
"3060","FAM64A","Protein FAM64A","Q9BSJ6",0.77529624325801,0.44858879
"3061","CROCC","Rootletin","Q5TZA2",1.1874731551617,0.34426349
"3062","ARHGEF1","Rho guanine nucleotide exchange factor 1","Q92888",0.778411630683533,0.44958398
"3063","CBX8","Chromobox protein homolog 8","Q9HC52",1.16962167257386,0.330302
"3064","TRERF1","Transcriptional-regulating factor 1","Q96PN7",1.18768606007159,0.35378593
"3065","PROCR","Endothelial protein C receptor","Q9UNN8",1.18683889700993,0.35574389
"3066","HSF1","Heat shock factor protein 1","Q00613",1.23863315671661,0.41019636
"3067","RPAP3","RNA polymerase II-associated protein 3","Q9H6T3",0.853693168965163,0.3415364
"3068","DNAJB4","DnaJ homolog subfamily B member 4","Q9UDY4",1.3135850560042,0.50197059
"3069","TRIM16","Tripartite motif-containing protein 16","O95361",1.25780991817907,0.43602613
"3070","ZNF281","Zinc finger protein 281","Q9Y2X9",0.729508184244565,0.58096224
"3071","LPO","Lactoperoxidase","P22079",0.825543133387908,0.3865079
"3072","CCPG1","Cell cycle progression protein 1","Q9ULG6",0.805414862885447,0.41975433
"3073","YY1","Transcriptional repressor protein YY1","P25490",1.19443441113682,0.37041023
"3074","MAP2K2","Dual specificity mitogen-activated protein kinase kinase 2","P36507",1.24321380184375,0.42320815
"3075","TLX3","T-cell leukemia homeobox protein 3","O43711",0.763666370670224,0.50309104
"3076","FOXJ3","Forkhead box protein J3","Q9UPW0",0.86186992375882,0.33724687
"3077","KALRN","Triple functional domain protein","O75962",0.781172437006772,0.4701837
"3078","SAMD4B","Protein Smaug homolog 2","Q5PRF9",1.23325149448089,0.41830352
"3079","NUP54","Nucleoporin p54","Q7Z3B4",1.1821860226839,0.36642092
"3080","CSNK2A2","Casein kinase II subunit alpha","P19784",0.842734987962551,0.37161329
"3081","TUBA1A;TUBA3E","Tubulin alpha-1A chain","Q71U36",0.742335179418737,0.5676527
"3082","INTS3","Integrator complex subunit 3","Q68E01",0.792720489464794,0.45689693
"3083","AMOTL1","Angiomotin-like protein 1","Q8IY63",1.20159741840154,0.38890588
"3084","ASCC2","Activating signal cointegrator 1 complex subunit 2","Q9H1I8",1.25210917679808,0.44601887
"3085","LMO4","LIM domain transcription factor LMO4","P61968",0.846529838648746,0.36785379
"3086","CHEK1","Serine/threonine-protein kinase Chk1","O14757",0.76377804494157,0.52036667
"3087","DCXR","L-xylulose reductase","Q7Z4W1",0.785654351867721,0.47449434
"3088","NUP43","Nucleoporin Nup43","Q8NFH3",1.18658304621727,0.37655249
"3089","CD180","CD180 antigen","Q99467",1.2117714085701,0.40476862
"3090","GPKOW","G patch domain and KOW motifs-containing protein","Q92917",0.875713920526871,0.33260396
"3091","CD2BP2","CD2 antigen cytoplasmic tail-binding protein 2","O95400",1.16701560619335,0.35782576
"3092","ZNF536","Zinc finger protein 536","O15090",1.17496517652769,0.36615843
"3093","SPAG5","Sperm-associated antigen 5","Q96R06",1.20432999465631,0.39746439
"3094","HNRNPA1L3","Heterogeneous nuclear ribonucleoprotein A1-like 3","A0A2R8Y4L2",0.753486054881056,0.54919589
"3095","PTBP2","Polypyrimidine tract-binding protein 2","Q9UKA9",0.833644575199774,0.39277938
"3096","SHOC2","Leucine-rich repeat protein SHOC-2","Q9UQ13",1.23707741356284,0.43591192
"3097","RAB3GAP1","Rab3 GTPase-activating protein catalytic subunit","Q15042",1.24041069981117,0.4401148
"3098","KLC2","Kinesin light chain 2","Q9H0B6",1.23340426012496,0.43218961
"3099","DST","Dystonin","Q03001",1.32312172396001,0.54685593
"3100","S100A11","Protein S100-A11","P31949",1.27732791169168,0.4874402
"3101","GEMIN2","Gem-associated protein 2","O14893",0.909124113515366,0.2975013
"3102","UBQLN2","Ubiquilin-2","Q9UHD9",0.857540181918252,0.36434996
"3103","MED28","Mediator of RNA polymerase II transcription subunit 28","Q9H204",1.16099886123765,0.36396843
"3104","CYR61","Protein CYR61","O00622",1.2465235774154,0.46287662
"3105","RNH1","Ribonuclease inhibitor","P13489",1.30790482207758,0.5450474
"3106","CHD1","Chromodomain-helicase-DNA-binding protein 1","O14646",1.27965267673743,0.50768453
"3107","SUMO2","Small ubiquitin-related modifier 2","P61956",1.34012749538092,0.59252793
"3108","NMT1","Glycylpeptide N-tetradecanoyltransferase 1","P30419",0.811750719488756,0.44876543
"3109","RBM26","RNA-binding protein 26","Q5T8P6",1.17570699592742,0.38434365
"3110","SOCS2","Suppressor of cytokine signaling 2","O14508",1.29476038073715,0.53103811
"3111","HPCAL1","Hippocalcin-like protein 1","P37235",1.20085841296236,0.41361326
"3112","QSER1","Glutamine and serine-rich protein 1","Q2KHR3",1.17886848401516,0.39137954
"3113","DLX1","Homeobox protein DLX-6","P56179",1.19133925489843,0.40669432
"3114","TMEM237","Transmembrane protein 237","Q96Q45",1.2764980744808,0.51856863
"3115","ESCO2","N-acetyltransferase ESCO2","Q56NI9",1.22096459774849,0.44759813
"3116","PARVB","Alpha-parvin;Beta-parvin","Q9HBI1",0.858577280253561,0.38839695
"3117","ABHD5","1-acylglycerol-3-phosphate O-acyltransferase ABHD5","Q8WTS1",1.30212535670002,0.56387991
"3118","SCAF4","Splicing factor, arginine/serine-rich 15","O95104",0.867786785220347,0.37743485
"3119","YAP1","Transcriptional coactivator YAP1","P46937",1.12991560360254,0.35556465
"3120","GC","Vitamin D-binding protein","P02774",1.16174438893946,0.39080825
"3121","NELFCD","Negative elongation factor C/D","Q8IXH7",1.21453177773987,0.4534122
"3122","PURB","Transcriptional activator protein Pur-beta","Q96QR8",1.26801198027664,0.52691591
"3123","RABAC1","Prenylated Rab acceptor protein 1","Q9UI14",1.22924291193243,0.47737941
"3124","FAM46A","Protein FAM46A","Q96IP4",1.22383690680456,0.470725
"3125","NOP9","Nucleolar protein 9","Q86U38",1.30414399964842,0.5817399
"3126","FAM21C","WASH complex subunit FAM21C","Q9Y4E1",1.22551457058376,0.47326255
"3127","BAIAP2","Brain-specific angiogenesis inhibitor 1-associated protein 2","Q9UQB8",0.833277961123087,0.44255993
"3128","NFATC2IP","NFATC2-interacting protein","Q8NCF5",0.825069106518115,0.45969355
"3129","ANP32B","Acidic leucine-rich nuclear phosphoprotein 32 family member B","Q92688",1.14413815096219,0.3797785
"3130","CDK4","Cyclin-dependent kinase 4","P11802",1.27778094700591,0.55037349
"3131","TRIP11","Thyroid receptor-interacting protein 11","Q15643",1.22642630293897,0.4813022
"3132","MED30","Mediator of RNA polymerase II transcription subunit 30","Q96HR3",0.798607017793796,0.51604557
"3133","AP3B1","AP-3 complex subunit beta-1","O00203",1.19621722853963,0.4445996
"3134","FANCD2","Fanconi anemia group D2 protein","Q9BXW9",1.22392568071871,0.48429981
"3135","HN1","Hematological and neurological expressed 1 protein","Q9UK76",1.20987036786648,0.4669351
"3136","ARHGAP23","Rho GTPase-activating protein 23","Q9P227",0.776915829556762,0.57580948
"3137","COPS8","COP9 signalosome complex subunit 8","Q99627",0.831803998286553,0.45951697
"3138","SLFN5","Schlafen family member 5","Q08AF3",0.866048745545582,0.40265492
"3139","TAF9B","Transcription initiation factor TFIID subunit 9B","Q9HBM6",0.791281579305053,0.5451507
"3140","GTF2H1","General transcription factor IIH subunit 1","P32780",1.325831540842,0.64291656
"3141","CDC5L","Cell division cycle 5-like protein","Q99459",1.24598599868078,0.52527124
"3142","Q6ZSR9|YJ005_HUMAN","Uncharacterized protein FLJ45252","Q6ZSR9",1.16580568139746,0.42232698
"3143","VPS13C","Vacuolar protein sorting-associated protein 13C","Q709C8",1.19607527500101,0.46312159
"3144","OSBPL10","Oxysterol-binding protein-related protein 10","Q9BXB5",1.19620487075639,0.46409988
"3145","GMPPB","Mannose-1-phosphate guanyltransferase beta","Q9Y5P6",1.12654005013103,0.38323304
"3146","NOP14","Nucleolar protein 14","P78316",1.21598049337887,0.49407306
"3147","PSMA2","Proteasome subunit alpha type-2","P25787",1.26177852089177,0.55898893
"3148","MSI2","RNA-binding protein Musashi homolog 2","Q96DH6",1.21322705218051,0.49070811
"3149","PARVA","Alpha-parvin","Q9NVD7;Q9HBI1",0.815965539255211,0.5075202
"3150","ABR","Active breakpoint cluster region-related protein","Q12979",1.24106521975035,0.52969199
"3151","SRRT","Serrate RNA effector molecule homolog","Q9BXP5",0.767750769965643,0.62435615
"3152","SERPINA3","Alpha-1-antichymotrypsin","P01011",0.757039915644068,0.65550423
"3153","CXXC5","CXXC-type zinc finger protein 5","Q7LFL8",0.853388798554569,0.44062969
"3154","RICTOR","Rapamycin-insensitive companion of mTOR","Q6R327",1.15409562373761,0.42147726
"3155","TACC1","Transforming acidic coiled-coil-containing protein 1","O75410",0.798085083590511,0.5546602
"3156","DNAJB6","DnaJ homolog subfamily B member 6","O75190",0.808405934994018,0.53150499
"3157","CDV3","Protein CDV3 homolog","Q9UKY7",0.797735899214125,0.56084639
"3158","NPLOC4","Nuclear protein localization protein 4 homolog","Q8TAT6",1.18647462477262,0.46861249
"3159","F8A1","Factor VIII intron 22 protein","P23610",1.2400842137932,0.54282057
"3160","DNM1","Dynamin-1","Q05193",1.24679476391559,0.5550729
"3161","STAT2","Signal transducer and activator of transcription 2","P52630",1.20693864647359,0.49834305
"3162","RBM42","RNA-binding protein 42","Q9BTD8",0.877808500662979,0.41186976
"3163","DIS3","Exosome complex exonuclease RRP44","Q9Y2L1",1.28718725522179,0.61844867
"3164","EPHA4","Ephrin type-A receptor 4","P54764",1.24107189500136,0.54839414
"3165","AHCTF1","Protein ELYS","Q8WYP5",1.23269483766849,0.53634608
"3166","SPTBN2","Spectrin beta chain, non-erythrocytic 2","O15020",0.822457802347396,0.51834565
"3167","KIF4B","Chromosome-associated kinesin KIF4A","O95239",0.814313478645035,0.5378176
"3168","MEAF6","Chromatin modification-related protein MEAF6","Q9HAF1",0.848870269804269,0.47144216
"3169","TTC37","Tetratricopeptide repeat protein 37","Q6PGP7",1.13768112342689,0.42218098
"3170","NAA15","N-alpha-acetyltransferase 15, NatA auxiliary subunit","Q9BXJ9",0.865714601098881,0.44443408
"3171","MALT1","Mucosa-associated lymphoid tissue lymphoma translocation protein 1","Q9UDY8",1.23007546291306,0.54935551
"3172","USP15","Ubiquitin carboxyl-terminal hydrolase 15","Q9Y4E8",0.882559058940848,0.42205286
"3173","DHX8","ATP-dependent RNA helicase DHX8","Q14562",1.15677152339378,0.4557634
"3174","RPS19BP1","Active regulator of SIRT1","Q86WX3",1.21150083525645,0.53153217
"3175","PSMB1","Proteasome subunit beta type-1","P20618",1.24107102518981,0.57846463
"3176","AK6","Adenylate kinase isoenzyme 6","Q9Y3D8",1.14312771701468,0.44343549
"3177","IGHG3","Ig gamma-3 chain C region","P01860",1.13132693375265,0.42921808
"3178","ENKD1","Enkurin domain-containing protein 1","Q9H0I2",1.23838227587136,0.58793145
"3179","TJP2","Tight junction protein ZO-2","Q9UDY2",0.87031467461099,0.46012396
"3180","SCYL2","SCY1-like protein 2","Q6P3W7",1.1706144139707,0.49002221
"3181","DAPK3","Death-associated protein kinase 3","O43293",1.14257688069663,0.4551146
"3182","SART3","Squamous cell carcinoma antigen recognized by T-cells 3","Q15020",1.17405767780085,0.49828619
"3183","FIGNL1","Fidgetin-like protein 1","Q6PIW4",1.14007224281155,0.45201454
"3184","GRB10","Growth factor receptor-bound protein 10","Q13322",0.854056976054085,0.49429184
"3185","SEPT10","Septin-10","Q9P0V9",1.21937037657922,0.56582612
"3186","TSPYL1","Testis-specific Y-encoded-like protein 1","Q9H0U9",1.25289236203548,0.62036073
"3187","RBMS2","RNA-binding motif, single-stranded-interacting protein 2","Q15434",0.883535444436181,0.44370356
"3188","TRIO","Kalirin","O60229",0.836499377844823,0.53537464
"3189","TUBGCP2","Gamma-tubulin complex component 2","Q9BSJ2",1.20727611688014,0.55513304
"3190","TONSL","Tonsoku-like protein","Q96HA7",0.880904848438987,0.45322412
"3191","CHMP4A","Charged multivesicular body protein 4a","Q9BY43",0.81257568902015,0.59394354
"3192","EPN3","Epsin-3","Q9H201",0.830341021220902,0.55494422
"3193","BUB1B","Mitotic checkpoint serine/threonine-protein kinase BUB1 beta","O60566",1.19166682101263,0.53732371
"3194","EXOC8","Exocyst complex component 8","Q8IYI6",1.23420918107626,0.60567319
"3195","USP13","Ubiquitin carboxyl-terminal hydrolase 13","Q92995",0.855680183578938,0.50563538
"3196","NR2C2","Nuclear receptor subfamily 2 group C member 2","P49116",1.17251173368416,0.51140106
"3197","GTF3C2","General transcription factor 3C polypeptide 2","Q8WUA4",1.14838617957419,0.47761723
"3198","MTA1;MTA3","Metastasis-associated protein MTA1","Q13330",0.846246301531439,0.52564335
"3199","SNX4","Sorting nexin-4","O95219",0.845525815075365,0.52918994
"3200","IRS2","Insulin receptor substrate 2","Q9Y4H2",0.818768777566653,0.58996528
"3201","FOXK2","Forkhead box protein K2","Q01167",0.886400816070199,0.45328113
"3202","COG2","Conserved oligomeric Golgi complex subunit 2","Q14746",1.17642332026617,0.52191246
"3203","SNRPC","U1 small nuclear ribonucleoprotein C","P09234",0.881698601539491,0.46297765
"3204","CBLL1","E3 ubiquitin-protein ligase Hakai","Q75N03",0.861579468201473,0.5017823
"3205","ANXA4","Annexin A4","P09525",1.23205213845104,0.61239392
"3206","HMGB1","High mobility group protein B1","P09429",1.18466614815431,0.53978437
"3207","KDM3B","Lysine-specific demethylase 3B","Q7LBC6",1.14394742736131,0.49163997
"3208","EIF2B1","Translation initiation factor eIF-2B subunit alpha","Q14232",1.20229654121605,0.58509225
"3209","ERBB2","Receptor tyrosine-protein kinase erbB-2","P04626",0.866532988139921,0.5107491
"3210","CHTF8","Chromosome transmission fidelity protein 8 homolog isoform 2","P0CG12",1.21532620865863,0.60843092
"3211","LYN","Tyrosine-protein kinase Lyn","P07948",1.17280680813385,0.54536134
"3212","DDX6","Probable ATP-dependent RNA helicase DDX6","P26196",1.19130280667587,0.57479912
"3213","UMPS","Uridine 5-monophosphate synthase","P11172",0.838739545374778,0.57737738
"3214","MLST8","Target of rapamycin complex subunit LST8","Q9BVC4",1.14689068300919,0.5109908
"3215","GNA11;GNAQ;GNA14","Guanine nucleotide-binding protein subunit alpha-11;Guanine nucleotide-binding protein G(q) subunit alpha;Guanine nucleotide-binding protein subunit alpha-14","P29992;P50148;O95837",1.20737845292972,0.60820293
"3216","VPS53","Vacuolar protein sorting-associated protein 53 homolog","Q5VIR6",1.16007670399416,0.53440171
"3217","RPL35A","60S ribosomal protein L35a","P18077",0.799790623693785,0.68574828
"3218","PTPRS","Receptor-type tyrosine-protein phosphatase S","Q13332",0.802798799517241,0.67985207
"3219","ILK","Integrin-linked protein kinase","Q13418",1.22525544669636,0.64458245
"3220","MYL12B","Myosin regulatory light chain 12B","O14950",1.27531569734965,0.73675805
"3221","SMAD5","Mothers against decapentaplegic homolog 5","Q99717",0.849212931460351,0.56837004
"3222","TPX2","Targeting protein for Xklp2","Q9ULW0",1.13433650090318,0.50214982
"3223","PCDH9","Protocadherin-9","Q9HC56",1.11520998557109,0.47501361
"3224","AGFG1","Arf-GAP domain and FG repeat-containing protein 1","P52594",1.14668471310405,0.52302456
"3225","MSLN","Mesothelin","Q13421",1.15525931960126,0.53712428
"3226","CDCA3","Cell division cycle-associated protein 3","Q99618",0.876951578765988,0.5150525
"3227","PIAS2;PIAS1","E3 SUMO-protein ligase PIAS2;E3 SUMO-protein ligase PIAS1","O75928;O75925",1.17507562512931,0.5707863
"3228","LRWD1","Leucine-rich repeat and WD repeat-containing protein 1","Q9UFC0",0.83535413835122,0.60838079
"3229","CUL4B","Cullin-4B","Q13620",1.23163650956455,0.67067331
"3230","CPEB2","Cytoplasmic polyadenylation element-binding protein 2","Q7Z5Q1",0.870159657914536,0.53596276
"3231","SCYL1","N-terminal kinase-like protein","Q96KG9",1.13249669021789,0.51184571
"3232","SMCHD1","Structural maintenance of chromosomes flexible hinge domain-containing protein 1","A6NHR9",0.858540232814188,0.56322497
"3233","IRS1","Insulin receptor substrate 1","P35568",0.841125236162113,0.60624069
"3234","ANKZF1","Ankyrin repeat and zinc finger domain-containing protein 1","Q9H8Y5",0.843090623742021,0.60464746
"3235","MORF4L2","Mortality factor 4-like protein 2","Q15014",1.18744985307995,0.60900319
"3236","PIWIL3","Piwi-like protein 3","Q7Z3Z3",1.21693926377171,0.66253448
"3237","SOWAHC","Ankyrin repeat domain-containing protein SOWAHC","Q53LP3",0.842075024267619,0.61196554
"3238","ZNF593","Zinc finger protein 593","O00488",1.1542125985844,0.55908436
"3239","EPHA5","Ephrin type-A receptor 5","P54756",1.13565927147775,0.5299598
"3240","IPO8","Importin-8","O15397",1.16385910682628,0.57550764
"3241","UBIAD1","UbiA prenyltransferase domain-containing protein 1","Q9Y5Z9",0.849075672673525,0.59991038
"3242","PLRG1","Pleiotropic regulator 1","O43660",1.19509942215394,0.63069743
"3243","ARHGAP17","Rho GTPase-activating protein 17","Q68EM7",1.13728497152623,0.53825939
"3244","HIP1R","Huntingtin-interacting protein 1-related protein","O75146",0.871539600948131,0.55446881
"3245","SHMT1","Serine hydroxymethyltransferase, cytosolic","P34896",0.845425267815035,0.61804682
"3246","VPS33A","Vacuolar protein sorting-associated protein 33A","Q96AX1",0.828250267539514,0.6624974
"3247","LRP11","Low-density lipoprotein receptor-related protein 11","Q86VZ4",0.886097796933184,0.53227532
"3248","VAMP1","Vesicle-associated membrane protein 1","P23763",1.17837176371164,0.61849111
"3249","EIF3M","Eukaryotic translation initiation factor 3 subunit M","Q7L2H7",1.17770080720418,0.61766762
"3250","STXBP1","Syntaxin-binding protein 1","P61764",1.17296973727493,0.61155099
"3251","KIAA0196","WASH complex subunit strumpellin","Q12768",0.847820339767796,0.62892956
"3252","ZAK","Mitogen-activated protein kinase kinase kinase MLT","Q9NYL2",0.894873126439934,0.52804404
"3253","ATP2A3","Sarcoplasmic/endoplasmic reticulum calcium ATPase 3","Q93084",1.17703822774052,0.62830621
"3254","TIMM23B","Putative mitochondrial import inner membrane translocase subunit Tim23B","Q5SRD1",0.881632388340516,0.55690455
"3255","PBRM1","Protein polybromo-1","Q86U86",0.852255940586801,0.62460279
